census_tract,year,fuente_de_ingreso_otras_prestaciones,fuente_de_ingreso_otros_ingresos,fuente_de_ingreso_pensiones,fuente_de_ingreso_prestaciones_por_desempleo,fuente_de_ingreso_salario,distribucion_de_la_renta_p80_p20,indice_de_gini,media_de_la_renta_por_unidad_de_consumo,mediana_de_la_renta_por_unidad_de_consumo,renta_bruta_media_por_hogar,renta_bruta_media_por_persona,renta_neta_media_por_hogar,renta_neta_media_por_persona,edad_media_de_la_poblacion,poblacion,porcentaje_de_hogares_unipersonales,porcentaje_de_poblacion_de_65_y_mas_anos,porcentaje_de_poblacion_espanola,porcentaje_de_poblacion_menor_de_18_anos,tamano_medio_del_hogar
1707902017,2018,2.0,17.5,13.8,0.6,66.1,2.2,30.9,28192.0,23450.0,71454.0,23007.0,55222.0,17781.0,40.5,1358.0,14.2,15.5,92.3,20.8,3.1
1707902017,2019,1.6,26.7,12.7,0.8,58.3,2.4,32.1,33832.0,25550.0,84637.0,27666.0,64977.0,21240.0,41.3,1346.0,14.3,16.6,92.4,20.1,3.1
1707902017,2020,2.0,16.8,15.7,2.8,62.8,2.6,32.1,29989.0,25550.0,74578.0,24488.0,56604.0,18586.0,41.6,1345.0,14.7,18.4,92.6,19.9,3.0
1707902017,2021,2.2,19.4,14.4,1.3,62.7,2.3,29.8,31298.0,27650.0,80309.0,25807.0,59045.0,18974.0,41.4,1396.0,15.1,18.9,91.3,20.6,3.1
1707902017,2022,2.1,22.3,14.5,0.7,60.4,2.3,30.5,33960.0,29050.0,85971.0,27653.0,62367.0,20061.0,41.9,1400.0,15.7,19.9,91.2,20.1,3.1
1707902017,2023,2.1,22.2,14.5,0.8,60.4,2.2,29.8,35491.0,29750.0,91515.0,29925.0,68721.0,22471.0,42.7,1383.0,14.1,21.1,91.6,19.4,3.1
1707902018,2015,1.9,10.3,16.5,1.4,69.9,2.5,27.5,23488.0,21350.0,49484.0,18985.0,39844.0,15286.0,38.4,1525.0,26.2,14.8,91.8,22.9,2.6
1707902018,2016,2.1,10.2,15.7,1.3,70.8,2.4,28.9,24622.0,22750.0,51091.0,19880.0,41161.0,16016.0,38.4,1536.0,27.6,14.1,91.5,23.0,2.6
1707902018,2017,1.7,10.8,15.5,1.0,71.0,2.4,28.4,24747.0,22750.0,52274.0,20247.0,41671.0,16141.0,39.1,1550.0,27.0,14.7,91.3,22.5,2.6
1707902018,2018,2.2,11.5,15.4,1.2,69.8,2.4,27.2,24991.0,23450.0,52921.0,20650.0,42147.0,16446.0,39.7,1547.0,28.9,15.1,91.6,22.3,2.5
1707902018,2019,2.3,11.5,14.5,1.4,70.3,2.5,27.2,26028.0,24150.0,56314.0,21948.0,43898.0,17109.0,39.8,1558.0,28.7,15.0,91.2,22.3,2.5
1707902018,2020,2.0,10.9,14.6,3.1,69.4,2.3,26.4,26687.0,24850.0,58277.0,22618.0,45569.0,17686.0,40.4,1576.0,27.0,15.2,91.7,21.6,2.6
1707902018,2021,2.2,11.0,15.3,1.7,69.8,2.4,26.8,26715.0,25550.0,59522.0,22767.0,46060.0,17618.0,40.2,1644.0,28.0,15.3,91.0,21.2,2.6
1707902018,2022,2.3,11.5,14.6,0.9,70.9,2.3,26.9,28063.0,26250.0,62632.0,24078.0,47855.0,18397.0,40.2,1713.0,27.3,14.8,89.7,20.8,2.6
1707902018,2023,2.4,11.9,14.1,0.8,70.8,2.3,28.3,29739.0,26950.0,67846.0,25547.0,51867.0,19530.0,39.9,1807.0,26.4,15.1,87.8,20.6,2.6
1707902019,2015,1.4,12.0,11.4,1.0,74.2,2.4,29.3,23787.0,22050.0,51156.0,19488.0,40547.0,15447.0,35.1,2515.0,25.6,8.5,91.8,25.7,2.6
1707902019,2016,1.5,13.0,10.4,1.0,74.1,2.4,28.8,24568.0,22750.0,52936.0,19951.0,41924.0,15801.0,35.5,2527.0,24.5,8.9,92.0,25.7,2.6
1707902019,2017,1.3,12.1,10.5,0.8,75.3,2.2,27.3,25075.0,23450.0,54759.0,20505.0,42838.0,16041.0,35.7,2570.0,24.3,9.1,92.0,25.8,2.6
1707902019,2018,2.1,12.5,11.3,1.0,73.2,2.3,28.3,25933.0,24150.0,57165.0,21181.0,44874.0,16627.0,36.4,2613.0,24.0,9.7,90.9,25.5,2.7
1707902019,2019,1.9,12.0,10.7,1.0,74.5,2.2,27.0,27409.0,24850.0,60034.0,22420.0,46405.0,17330.0,37.1,2601.0,23.6,10.2,91.7,24.5,2.7
1707902019,2020,2.3,11.9,10.7,2.9,72.2,2.3,27.3,27032.0,24850.0,59877.0,22451.0,46657.0,17494.0,37.5,2601.0,23.6,10.4,91.4,24.1,2.7
1707902019,2021,2.0,13.3,10.7,1.4,72.7,2.1,26.2,28366.0,26950.0,63451.0,23850.0,48846.0,18360.0,37.9,2591.0,23.8,10.7,91.9,23.6,2.7
1707902019,2022,2.0,13.7,11.8,1.0,71.4,2.2,26.5,28778.0,26950.0,64409.0,24651.0,49006.0,18756.0,38.6,2559.0,24.1,11.0,91.7,22.6,2.6
1707902019,2023,2.3,14.7,11.7,1.0,70.3,2.2,27.6,29747.0,27650.0,68396.0,25909.0,52145.0,19753.0,39.0,2619.0,24.6,11.5,90.8,21.9,2.6
1707902020,2015,1.3,26.1,16.5,0.8,55.3,2.9,37.9,28882.0,23450.0,70929.0,24682.0,53246.0,18528.0,40.1,1152.0,17.5,13.5,92.2,18.1,2.8
1707902020,2016,1.5,28.5,13.7,0.4,55.8,3.1,39.8,30381.0,24150.0,74945.0,26123.0,53900.0,18788.0,39.7,1179.0,17.7,13.7,91.4,19.3,2.9
1707902020,2017,1.9,27.1,12.9,0.6,57.6,3.1,38.8,30994.0,25550.0,76706.0,26703.0,56909.0,19811.0,40.1,1173.0,18.3,15.1,91.8,19.4,2.9
1707902020,2018,1.7,28.6,14.4,0.8,54.6,3.0,39.7,33248.0,26950.0,82348.0,29102.0,60655.0,21436.0,40.6,1169.0,20.4,16.2,90.8,19.0,2.8
1707902020,2019,1.3,40.8,12.7,0.4,44.8,3.2,40.3,42746.0,26950.0,106577.0,37446.0,78887.0,27717.0,41.1,1150.0,19.6,17.7,89.9,17.9,2.8
1707902020,2020,1.9,28.8,14.7,1.7,52.9,3.1,38.8,36182.0,27650.0,90974.0,31563.0,66767.0,23164.0,41.5,1172.0,20.2,17.9,90.1,18.0,2.8
1707902020,2021,2.0,22.7,13.9,0.9,60.6,2.8,36.8,36031.0,27650.0,95322.0,32918.0,67864.0,23436.0,42.0,1163.0,20.2,19.3,89.9,18.2,2.9
1707902020,2022,1.8,25.6,16.3,1.0,55.2,2.7,37.4,36454.0,28350.0,92073.0,32578.0,67097.0,23741.0,42.2,1184.0,21.2,20.5,88.8,17.7,2.8
1707902020,2023,1.9,26.4,17.1,0.7,53.8,2.7,36.2,38672.0,29750.0,98157.0,34703.0,71537.0,25291.0,42.7,1178.0,22.3,21.7,88.5,16.2,2.8
1707902021,2015,2.3,13.5,16.3,1.1,66.8,3.1,33.4,21037.0,19250.0,44412.0,17463.0,35512.0,13963.0,39.3,1574.0,32.0,14.0,83.7,21.3,2.5
1707902021,2016,2.7,12.9,15.9,1.0,67.5,3.0,33.3,22480.0,19950.0,47377.0,18630.0,38080.0,14974.0,40.4,1580.0,31.3,14.7,82.8,20.1,2.5
1707902021,2017,2.9,14.1,16.7,1.1,65.3,2.8,31.7,22229.0,20650.0,48016.0,19016.0,37101.0,14693.0,40.3,1578.0,32.0,15.5,82.9,20.6,2.5
1707902021,2018,2.9,12.8,18.0,0.9,65.4,3.1,32.0,22595.0,20650.0,48793.0,19043.0,38625.0,15074.0,40.7,1620.0,30.0,16.4,81.8,20.6,2.5
1707902021,2019,2.9,14.8,18.6,0.9,62.9,2.8,31.5,24530.0,21350.0,52174.0,20642.0,41383.0,16373.0,40.9,1625.0,31.8,17.2,81.0,20.5,2.5
1707902021,2020,3.1,11.0,19.9,3.0,63.0,2.7,30.9,23964.0,22050.0,50989.0,20447.0,40275.0,16151.0,41.7,1608.0,31.6,18.4,81.8,18.8,2.5
1707902021,2021,2.9,12.4,20.6,2.0,62.2,2.8,30.2,24668.0,23450.0,52180.0,21198.0,40723.0,16544.0,42.4,1558.0,34.7,19.3,81.2,18.6,2.4
1707902021,2022,2.7,12.3,21.0,0.9,63.1,2.4,28.7,25928.0,23450.0,56210.0,22513.0,43964.0,17608.0,42.8,1583.0,33.4,19.7,82.3,18.1,2.5
1707902021,2023,2.9,12.3,20.2,1.0,63.6,2.5,29.5,26810.0,23450.0,57857.0,23686.0,44816.0,18348.0,42.7,1659.0,36.5,20.4,83.1,19.2,2.4
1707902022,2015,2.2,8.0,6.5,2.4,80.9,2.8,31.5,17679.0,16450.0,35523.0,13972.0,29432.0,11576.0,32.0,1487.0,28.7,5.2,79.8,25.2,2.5
1707902022,2016,2.3,6.7,6.3,2.0,82.7,2.6,31.6,18295.0,16450.0,37099.0,14640.0,30533.0,12049.0,32.1,1507.0,29.8,5.2,79.2,25.7,2.5
1707902022,2017,2.2,8.0,6.4,2.1,81.3,2.7,31.1,18534.0,17150.0,38131.0,14673.0,31296.0,12043.0,32.3,1594.0,29.1,5.2,79.9,26.2,2.6
1707902022,2018,3.4,8.0,5.8,1.9,80.8,2.6,29.9,18828.0,17150.0,39152.0,14959.0,32001.0,12227.0,32.2,1647.0,26.9,5.6,79.4,27.0,2.6
1707902022,2019,3.6,7.5,6.3,1.7,80.9,2.4,29.5,20100.0,18550.0,41403.0,15974.0,33501.0,12925.0,33.1,1643.0,28.2,6.3,78.5,26.3,2.6
1707902022,2020,4.1,6.9,7.0,4.3,77.7,2.5,29.6,19748.0,18550.0,41372.0,15831.0,33684.0,12889.0,33.3,1687.0,26.8,6.1,77.1,26.5,2.6
1707902022,2021,3.5,8.6,7.3,2.3,78.3,2.3,28.4,21331.0,19950.0,45979.0,17195.0,36810.0,13766.0,33.7,1849.0,26.2,6.7,77.3,26.0,2.7
1707902022,2022,3.4,9.2,7.6,1.8,78.0,2.4,29.4,22320.0,20650.0,48317.0,18154.0,38417.0,14434.0,34.1,1919.0,29.5,7.4,78.3,25.0,2.6
1707902022,2023,3.3,8.3,7.6,1.4,79.4,2.6,30.0,22795.0,21700.0,51314.0,18971.0,40473.0,14963.0,34.5,1942.0,30.4,7.5,78.9,24.7,2.7
1707903001,2015,2.3,27.8,22.5,1.2,46.2,3.2,37.0,24048.0,20650.0,44064.0,20803.0,35402.0,16714.0,43.6,963.0,44.4,20.8,84.5,12.7,2.1
1707903001,2016,2.1,26.3,23.2,1.0,47.5,3.6,37.6,24754.0,20650.0,47139.0,21726.0,37399.0,17237.0,43.6,984.0,41.2,21.0,83.8,13.5,2.1
1707903001,2017,1.9,26.5,20.8,1.0,49.8,3.3,36.3,24927.0,20300.0,47906.0,22174.0,37826.0,17508.0,43.2,1008.0,42.9,20.6,83.6,14.1,2.1
1707903001,2018,2.3,26.2,21.1,0.9,49.6,3.0,37.0,27068.0,21350.0,53191.0,24039.0,41032.0,18543.0,42.5,1020.0,43.7,19.7,81.2,15.2,2.2
1707903001,2019,2.2,28.0,19.6,1.0,49.2,3.5,37.3,26782.0,21350.0,53969.0,23710.0,42043.0,18471.0,41.8,1079.0,40.8,18.7,79.2,16.0,2.2
1707903001,2020,2.5,23.5,19.3,3.2,51.5,3.5,36.9,26041.0,22050.0,51844.0,22824.0,40572.0,17861.0,41.7,1046.0,41.3,18.6,81.1,15.8,2.2
1707903001,2021,2.2,24.8,19.0,1.7,52.3,3.1,35.2,27673.0,24150.0,56826.0,25080.0,43242.0,19085.0,41.2,1082.0,40.1,18.7,79.3,17.0,2.2
1707903001,2022,2.3,23.1,17.7,0.9,55.9,2.9,35.3,28706.0,23450.0,57536.0,26119.0,40736.0,18493.0,40.9,1147.0,42.5,18.1,79.4,16.7,2.2
1707903001,2023,2.3,29.8,15.7,0.8,51.4,3.3,37.8,33181.0,24850.0,68809.0,30321.0,51988.0,22909.0,41.1,1209.0,42.0,18.0,77.2,16.1,2.2
1707903002,2015,1.3,24.9,18.9,1.0,54.0,3.1,35.7,24869.0,21350.0,47800.0,22358.0,36879.0,17250.0,43.1,1006.0,40.8,19.0,89.1,13.8,2.1
1707903002,2016,1.3,25.5,18.5,1.0,53.7,3.2,37.4,26453.0,21350.0,51550.0,23848.0,39935.0,18475.0,43.2,1009.0,40.7,20.1,88.6,14.6,2.1
1707903002,2017,1.5,24.7,18.5,0.8,54.5,2.9,34.1,27016.0,22750.0,52532.0,24372.0,40392.0,18740.0,43.5,999.0,41.2,21.2,88.8,14.4,2.1
1707903002,2018,1.6,23.4,18.7,0.6,55.7,3.2,34.3,27117.0,23450.0,54167.0,24675.0,41339.0,18831.0,43.2,1040.0,37.6,20.2,87.6,14.4,2.2
1707903002,2019,1.8,25.0,18.9,0.8,53.5,3.0,34.9,29337.0,24850.0,56913.0,26148.0,44016.0,20222.0,43.6,1050.0,38.4,20.8,86.9,13.4,2.2
1707903002,2020,2.3,24.5,19.9,2.8,50.6,2.8,33.9,29964.0,24500.0,57273.0,26607.0,43465.0,20192.0,43.7,1049.0,38.0,21.0,85.8,13.9,2.2
1707903002,2021,2.0,24.1,19.6,1.5,52.8,3.0,33.9,29566.0,26250.0,58306.0,27438.0,44503.0,20943.0,44.1,1020.0,39.6,21.8,84.2,12.9,2.1
1707903002,2022,1.8,26.4,19.2,0.9,51.8,3.1,35.0,30239.0,25550.0,59843.0,27884.0,45393.0,21151.0,43.6,1058.0,40.0,20.7,82.8,12.9,2.2
1707903002,2023,2.4,26.9,19.0,0.9,50.8,2.9,36.0,30565.0,25550.0,64431.0,28727.0,48423.0,21590.0,43.5,1043.0,40.3,20.9,82.7,12.9,2.2
1707903003,2015,2.0,20.9,15.3,1.2,60.6,3.4,36.2,21953.0,18550.0,44131.0,19017.0,34815.0,15003.0,39.9,2092.0,37.4,14.9,80.7,17.5,2.3
1707903003,2016,2.3,19.8,16.1,1.1,60.7,3.1,34.9,22883.0,19250.0,46087.0,19718.0,36647.0,15679.0,40.0,2146.0,35.9,15.0,81.6,17.8,2.3
1707903003,2017,2.4,21.6,14.6,1.1,60.3,3.0,35.0,23776.0,19950.0,47609.0,20533.0,37503.0,16174.0,40.3,2134.0,37.1,15.2,82.0,18.0,2.3
1707903003,2018,2.8,20.9,13.8,1.0,61.5,3.1,35.1,24165.0,20650.0,49029.0,20933.0,38682.0,16515.0,40.3,2223.0,37.7,14.8,80.8,17.4,2.3
1707903003,2019,3.0,21.5,13.7,1.1,60.7,3.2,34.1,25610.0,22050.0,52067.0,22150.0,40900.0,17399.0,40.0,2285.0,37.7,15.0,79.7,17.5,2.3
1707903003,2020,3.1,18.2,14.6,3.0,61.1,3.2,33.4,25589.0,22050.0,52523.0,22107.0,41408.0,17428.0,40.3,2347.0,37.3,14.7,79.4,16.8,2.4
1707903003,2021,3.1,20.2,13.5,1.9,61.3,3.0,34.0,26937.0,23450.0,55921.0,23663.0,43096.0,18236.0,40.4,2370.0,36.2,14.7,77.2,16.7,2.3
1707903003,2022,2.8,20.6,13.3,1.0,62.3,3.0,33.4,28365.0,24150.0,59240.0,25135.0,45049.0,19114.0,40.0,2474.0,35.1,14.2,77.7,16.7,2.3
1707903003,2023,2.6,20.0,12.8,1.0,63.6,3.1,33.8,29305.0,24850.0,62744.0,26319.0,47990.0,20130.0,39.8,2603.0,34.9,14.0,77.8,16.8,2.4
1707903004,2015,1.5,18.5,13.9,0.9,65.3,2.2,26.3,26842.0,24850.0,54373.0,22289.0,42755.0,17526.0,40.9,1093.0,29.7,15.3,93.3,20.6,2.4
1707903004,2016,1.7,16.9,14.9,0.7,65.9,2.4,28.9,27483.0,24850.0,56938.0,23071.0,44720.0,18120.0,40.9,1119.0,26.7,15.1,92.1,20.3,2.5
1707903004,2017,1.8,16.9,15.3,0.5,65.6,2.4,27.3,26597.0,24850.0,57262.0,22660.0,44666.0,17675.0,41.1,1126.0,26.1,15.6,92.0,20.1,2.5
1707903004,2018,2.1,16.1,15.5,0.6,65.8,2.3,26.4,27096.0,25900.0,58299.0,23237.0,45397.0,18094.0,41.2,1140.0,27.8,16.2,91.8,19.8,2.5
1707903004,2019,2.5,17.2,16.0,0.8,63.6,2.4,27.8,28407.0,26950.0,61471.0,24262.0,48043.0,18962.0,41.9,1141.0,28.0,16.9,91.6,18.8,2.5
1707903004,2020,2.3,18.0,15.8,2.1,61.8,2.4,27.5,29640.0,26950.0,64740.0,25540.0,50243.0,19821.0,42.1,1144.0,27.6,17.1,91.2,17.7,2.5
1707903004,2021,2.2,19.1,14.7,1.2,62.8,2.3,27.3,30164.0,29050.0,66601.0,26409.0,51267.0,20329.0,42.1,1159.0,27.3,17.2,90.2,16.4,2.5
1707903004,2022,2.4,20.1,16.4,0.6,60.5,2.4,27.4,32681.0,29400.0,71659.0,28962.0,53396.0,21581.0,42.6,1166.0,29.8,17.8,89.4,15.0,2.5
1707903004,2023,2.3,20.2,15.6,0.6,61.3,2.4,27.5,33467.0,31150.0,73480.0,29883.0,55782.0,22686.0,42.9,1192.0,30.6,17.7,89.0,14.5,2.4
1707903005,2015,1.5,19.4,14.5,1.0,63.6,2.4,30.0,28374.0,25550.0,61858.0,24366.0,48015.0,18913.0,39.3,1420.0,27.1,13.0,91.8,21.3,2.5
1707903005,2016,1.5,18.9,14.2,0.8,64.6,2.6,29.2,28561.0,26950.0,62806.0,24546.0,48439.0,18931.0,39.4,1447.0,27.0,13.3,91.0,21.4,2.6
1707903005,2017,1.4,18.9,15.0,0.7,63.9,2.4,29.2,29067.0,26250.0,64751.0,25518.0,49212.0,19394.0,40.0,1429.0,28.6,14.1,91.3,20.9,2.5
1707903005,2018,2.1,16.4,17.2,0.6,63.7,2.5,28.0,30434.0,28350.0,67845.0,26022.0,52477.0,20127.0,40.1,1454.0,26.5,14.7,91.6,20.7,2.6
1707903005,2019,2.1,16.9,16.9,0.8,63.3,2.4,28.5,31032.0,29050.0,68812.0,26824.0,52864.0,20607.0,40.5,1443.0,29.6,15.6,91.3,20.2,2.5
1707903005,2020,2.2,16.8,17.9,1.9,61.2,2.4,27.7,30761.0,29050.0,68732.0,26814.0,52903.0,20638.0,41.2,1401.0,29.4,16.1,92.0,19.8,2.5
1707903005,2021,2.4,17.8,18.1,1.1,60.8,2.3,27.3,31602.0,29050.0,69445.0,27867.0,52789.0,21184.0,41.6,1399.0,30.6,16.7,92.0,18.6,2.5
1707903005,2022,2.6,17.8,18.0,0.7,60.9,2.2,26.1,32801.0,30450.0,71244.0,28964.0,54402.0,22117.0,42.0,1381.0,30.6,16.7,91.9,16.9,2.4
1707903005,2023,2.3,17.8,18.3,0.6,61.0,2.2,26.5,33953.0,31150.0,75537.0,30411.0,56566.0,22773.0,42.5,1398.0,30.0,17.8,91.1,16.1,2.5
1707903006,2015,3.4,10.9,31.1,1.8,52.8,3.3,34.3,18692.0,17150.0,37856.0,14866.0,31973.0,12556.0,45.6,967.0,30.3,25.1,82.0,17.0,2.5
1707903006,2016,3.6,9.1,29.7,1.5,56.2,3.0,33.8,19463.0,18550.0,39851.0,15617.0,33398.0,13088.0,44.8,989.0,28.2,24.6,82.1,17.0,2.5
1707903006,2017,3.7,9.0,29.0,1.5,56.8,3.1,32.0,19745.0,18550.0,41563.0,15882.0,34653.0,13241.0,44.3,988.0,26.8,23.8,82.6,18.3,2.6
1707903006,2018,3.6,12.3,26.2,1.4,56.6,3.0,31.8,21643.0,19250.0,45949.0,17386.0,37720.0,14272.0,43.7,1025.0,26.9,23.6,81.8,18.9,2.7
1707903006,2019,3.8,11.2,26.5,1.1,57.4,2.9,32.4,21946.0,19950.0,47139.0,17525.0,38673.0,14378.0,43.5,1050.0,27.1,23.1,80.7,19.0,2.6
1707903006,2020,4.0,9.2,25.7,3.0,58.1,3.0,32.2,22849.0,20650.0,48451.0,18480.0,39717.0,15149.0,42.8,1061.0,28.4,21.0,81.5,19.0,2.6
1707903006,2021,3.3,9.7,23.5,1.6,61.9,2.8,31.3,25065.0,21350.0,54315.0,21051.0,43055.0,16687.0,43.3,1033.0,30.6,21.2,81.6,18.7,2.6
1707903006,2022,3.9,10.5,24.9,1.3,59.4,2.6,29.6,23916.0,21350.0,51585.0,19569.0,41718.0,15825.0,43.1,1052.0,28.2,20.7,80.7,18.4,2.6
1707903006,2023,4.6,12.0,22.6,1.1,59.7,2.9,30.8,24997.0,23450.0,56134.0,20681.0,44989.0,16575.0,42.4,1078.0,25.9,19.9,78.7,18.7,2.7
1707903007,2015,3.6,6.4,26.4,2.7,60.9,2.9,34.7,13581.0,11550.0,28610.0,10727.0,24658.0,9245.0,40.6,2341.0,26.9,17.7,64.5,17.9,2.6
1707903007,2016,4.0,6.3,25.0,2.8,62.0,3.1,35.3,14024.0,11550.0,29459.0,11114.0,25324.0,9554.0,40.7,2323.0,29.3,17.7,64.9,18.0,2.6
1707903007,2017,4.2,6.3,25.0,2.6,61.9,3.1,33.6,14436.0,12250.0,30379.0,11584.0,25993.0,9911.0,41.0,2315.0,29.9,17.5,63.9,17.5,2.6
1707903007,2018,4.2,5.9,23.4,2.0,64.5,2.8,33.4,14637.0,12250.0,31330.0,11722.0,26605.0,9955.0,40.5,2384.0,30.3,17.0,61.7,17.7,2.7
1707903007,2019,4.2,6.8,24.1,2.0,62.9,2.9,33.2,14984.0,12250.0,32878.0,12029.0,28016.0,10250.0,40.5,2439.0,29.7,17.1,60.8,18.3,2.7
1707903007,2020,4.3,5.6,23.6,5.1,61.4,2.9,33.1,15188.0,12950.0,33470.0,12225.0,28530.0,10421.0,40.6,2406.0,30.4,16.9,61.7,18.0,2.7
1707903007,2021,4.4,6.1,22.5,3.3,63.7,2.4,30.9,15869.0,13650.0,34897.0,12931.0,28836.0,10686.0,40.5,2368.0,29.6,16.9,62.1,18.3,2.7
1707903007,2022,4.2,5.8,22.2,2.5,65.4,2.5,29.3,17089.0,15050.0,37855.0,13924.0,31157.0,11460.0,40.7,2419.0,30.3,16.7,63.1,17.6,2.7
1707903007,2023,4.9,5.4,21.7,2.3,65.7,2.6,29.1,17724.0,15750.0,39439.0,14557.0,32409.0,11963.0,40.8,2470.0,31.7,16.6,64.6,17.1,2.7
1707903008,2015,2.5,7.8,17.1,3.2,69.5,3.0,34.4,15125.0,13650.0,32000.0,11905.0,27122.0,10090.0,37.5,3298.0,27.6,11.7,66.2,20.1,2.7
1707903008,2016,2.8,6.7,16.9,2.5,71.0,3.0,33.7,15228.0,13650.0,32809.0,11987.0,27724.0,10129.0,37.8,3321.0,28.4,12.0,65.6,20.2,2.7
1707903008,2017,2.9,6.4,16.9,2.2,71.6,2.8,32.2,15890.0,14350.0,33967.0,12653.0,28576.0,10645.0,38.2,3335.0,29.2,12.2,66.5,19.7,2.7
1707903008,2018,3.6,6.1,16.6,2.4,71.4,2.7,30.6,16301.0,14350.0,34985.0,12851.0,29515.0,10842.0,38.3,3423.0,29.4,12.0,65.1,19.2,2.7
1707903008,2019,3.3,6.1,16.3,2.1,72.2,3.0,32.1,16609.0,15050.0,36866.0,13177.0,31035.0,11093.0,38.7,3488.0,29.1,12.2,64.0,18.6,2.7
1707903008,2020,3.8,5.2,16.4,5.4,69.2,2.7,30.4,16968.0,15750.0,37036.0,13462.0,31181.0,11334.0,39.0,3530.0,28.5,12.7,65.5,18.2,2.7
1707903008,2021,3.5,6.1,18.6,3.4,68.5,2.7,29.9,18146.0,17150.0,38716.0,14460.0,32543.0,12155.0,39.9,1686.0,29.0,14.5,66.3,17.5,2.6
1707903008,2022,3.6,5.1,19.3,2.0,70.0,2.7,30.3,18960.0,17150.0,41607.0,15193.0,34447.0,12578.0,39.9,1744.0,27.6,15.0,68.1,17.7,2.7
1707903008,2023,4.0,5.4,19.8,1.9,68.9,2.5,28.7,19357.0,18550.0,43459.0,15553.0,36307.0,12993.0,40.4,1786.0,29.2,15.1,68.4,16.5,2.7
1707903009,2015,3.1,4.4,31.9,4.6,56.0,3.1,34.6,11511.0,10150.0,26163.0,8511.0,23141.0,7528.0,39.6,1496.0,22.5,17.5,62.5,20.5,3.0
1707903009,2016,3.6,3.7,29.8,3.8,59.1,2.9,33.4,12000.0,10500.0,27626.0,8821.0,24241.0,7740.0,38.8,1553.0,22.4,16.6,62.5,23.2,3.1
1707903009,2017,4.6,4.5,27.4,3.4,60.2,2.9,31.6,12159.0,10850.0,28457.0,8764.0,25135.0,7741.0,38.3,1609.0,20.6,16.5,60.7,23.6,3.2
1707903009,2018,4.6,4.9,25.2,3.6,61.6,2.7,30.4,12665.0,11550.0,29156.0,9204.0,25625.0,8090.0,39.0,1548.0,22.6,16.8,60.8,21.5,3.0
1707903009,2019,5.3,4.3,25.5,3.0,61.9,2.4,29.8,12782.0,11550.0,30409.0,9212.0,26839.0,8130.0,38.3,1625.0,21.3,15.4,58.1,22.4,3.2
1707903009,2020,6.0,3.6,24.8,6.7,58.9,2.7,30.5,12986.0,11550.0,30557.0,9395.0,26985.0,8297.0,38.8,1596.0,23.1,16.0,60.0,22.1,3.1
1707903009,2021,6.3,5.0,24.0,4.4,60.3,2.5,28.4,13727.0,12250.0,31618.0,9949.0,27926.0,8787.0,38.9,1584.0,23.0,15.5,60.5,22.3,3.1
1707903009,2022,6.7,5.3,23.0,2.6,62.4,2.4,26.7,14475.0,12950.0,34389.0,10468.0,30185.0,9188.0,38.5,1615.0,22.6,15.2,62.1,22.5,3.2
1707903009,2023,7.0,4.7,21.8,3.0,63.5,2.2,26.0,14949.0,13650.0,36503.0,10730.0,32142.0,9448.0,38.0,1679.0,22.1,14.4,61.5,22.8,3.3
1707903010,2015,3.1,8.2,18.0,2.5,68.2,3.2,35.5,15045.0,13650.0,33624.0,11775.0,28446.0,9962.0,37.5,1945.0,24.3,11.9,73.3,21.7,2.8
1707903010,2016,3.2,7.2,17.7,2.1,69.8,2.8,34.5,15875.0,14350.0,35284.0,12273.0,29633.0,10308.0,38.2,1951.0,23.1,13.0,74.3,21.4,2.8
1707903010,2017,3.6,6.6,18.6,2.1,69.1,3.0,33.4,16136.0,15050.0,36758.0,12581.0,30926.0,10585.0,38.2,1965.0,24.0,13.1,73.5,21.2,2.9
1707903010,2018,3.9,6.0,19.1,2.0,68.9,2.8,31.5,17017.0,15050.0,39325.0,13238.0,33062.0,11130.0,38.1,2028.0,23.1,12.8,71.8,20.3,2.9
1707903010,2019,4.0,6.4,17.5,2.0,70.1,2.6,31.3,17461.0,15750.0,39862.0,13569.0,33472.0,11394.0,37.9,2038.0,24.9,13.3,71.2,21.3,2.9
1707903010,2020,4.8,6.2,17.8,5.1,66.2,2.7,31.1,17808.0,15750.0,41235.0,13732.0,34652.0,11539.0,38.5,2080.0,24.0,13.4,69.9,20.4,3.0
1707903010,2021,4.4,7.1,18.8,2.8,67.0,2.7,29.6,18157.0,16450.0,41089.0,14084.0,34403.0,11792.0,38.7,2032.0,23.5,13.9,70.6,21.2,2.9
1707903010,2022,4.6,6.8,19.0,1.9,67.8,2.6,28.6,18814.0,17850.0,42515.0,14754.0,35473.0,12311.0,39.0,2007.0,23.8,14.1,72.9,20.8,2.8
1707903010,2023,5.2,6.9,17.5,1.7,68.7,2.3,27.3,19589.0,17850.0,45561.0,15397.0,37971.0,12832.0,39.0,2096.0,24.3,14.2,72.4,20.4,2.9
1707903011,2015,3.4,7.1,22.5,3.3,63.7,3.9,36.7,13461.0,12250.0,29431.0,10337.0,25411.0,8925.0,38.0,2995.0,26.2,13.7,68.2,22.2,2.8
1707903011,2016,3.8,6.2,21.7,3.2,65.1,3.4,35.2,13599.0,12250.0,29750.0,10411.0,25638.0,8972.0,38.2,3019.0,26.6,13.9,65.9,21.9,2.8
