census_tract,year,fuente_de_ingreso_otras_prestaciones,fuente_de_ingreso_otros_ingresos,fuente_de_ingreso_pensiones,fuente_de_ingreso_prestaciones_por_desempleo,fuente_de_ingreso_salario,distribucion_de_la_renta_p80_p20,indice_de_gini,media_de_la_renta_por_unidad_de_consumo,mediana_de_la_renta_por_unidad_de_consumo,renta_bruta_media_por_hogar,renta_bruta_media_por_persona,renta_neta_media_por_hogar,renta_neta_media_por_persona,edad_media_de_la_poblacion,poblacion,porcentaje_de_hogares_unipersonales,porcentaje_de_poblacion_de_65_y_mas_anos,porcentaje_de_poblacion_espanola,porcentaje_de_poblacion_menor_de_18_anos,tamano_medio_del_hogar
1707905004,2023,2.3,17.6,20.0,0.9,59.3,2.3,28.7,28687.0,25550.0,63533.0,23853.0,50283.0,18878.0,43.7,876.0,28.0,20.0,86.8,18.6,2.6
1707905005,2015,4.6,14.3,26.6,3.0,51.4,3.4,34.8,14398.0,12250.0,30238.0,10983.0,25885.0,9402.0,42.1,1117.0,28.1,22.6,79.5,20.6,2.7
1707905005,2016,4.9,14.1,26.2,3.2,51.6,3.8,37.6,14140.0,11550.0,30659.0,10827.0,26259.0,9273.0,41.5,1122.0,28.6,21.3,79.3,22.0,2.8
1707905005,2017,6.3,9.9,25.9,2.4,55.6,3.1,34.2,14093.0,11550.0,30555.0,10814.0,26220.0,9280.0,41.7,1129.0,28.1,21.4,78.7,21.7,2.8
1707905005,2018,6.2,10.2,25.2,2.3,56.1,3.3,33.8,14615.0,12950.0,31929.0,11114.0,27455.0,9557.0,41.6,1154.0,28.6,20.6,76.2,20.5,2.8
1707905005,2019,6.0,9.9,23.7,2.5,57.9,3.4,33.8,15355.0,13650.0,34403.0,11628.0,29671.0,10029.0,41.2,1187.0,27.1,19.6,75.1,21.4,2.9
1707905005,2020,6.7,9.9,24.0,6.0,53.4,3.1,33.7,15672.0,12950.0,34594.0,12003.0,29765.0,10328.0,41.4,1176.0,27.1,19.5,75.5,21.0,2.9
1707905005,2021,7.2,9.9,22.4,2.9,57.7,2.7,32.5,16413.0,13650.0,36247.0,12659.0,30968.0,10816.0,41.6,1186.0,28.3,19.3,75.3,20.4,2.8
1707905005,2022,6.4,12.2,21.3,2.2,58.0,2.8,32.3,17773.0,15050.0,39810.0,13889.0,33506.0,11689.0,41.1,1194.0,26.3,18.4,76.4,20.5,2.8
1707905005,2023,6.3,10.3,21.6,2.3,59.6,2.8,31.2,18751.0,16450.0,42676.0,14629.0,35849.0,12288.0,41.4,1186.0,26.6,18.7,77.4,20.1,2.8
1707905006,2015,1.6,13.2,9.6,1.2,74.4,2.4,27.2,23903.0,22050.0,55142.0,19169.0,43822.0,15234.0,35.8,1340.0,16.9,6.8,91.8,25.4,2.9
1707905006,2016,1.8,13.6,10.0,1.2,73.4,2.3,27.3,24475.0,22750.0,57588.0,19546.0,45528.0,15452.0,36.2,1378.0,14.7,8.0,91.0,25.1,2.9
1707905006,2017,1.5,14.7,10.2,1.0,72.7,2.2,26.9,27107.0,23450.0,63406.0,22073.0,49407.0,17199.0,37.1,1354.0,15.8,8.6,91.4,23.9,2.8
1707905006,2018,2.1,13.1,10.7,0.9,73.2,2.1,26.4,27024.0,24150.0,64066.0,22229.0,49397.0,17139.0,37.7,1322.0,16.4,9.3,91.5,23.8,2.9
1707905006,2019,1.8,15.3,11.4,1.3,70.2,2.2,26.8,28971.0,24850.0,69018.0,24341.0,52371.0,18470.0,38.5,1335.0,16.7,10.6,91.1,22.4,2.8
1707905006,2020,2.1,10.7,12.2,3.2,71.8,2.1,25.4,28101.0,24850.0,65116.0,23778.0,49957.0,18243.0,39.8,1258.0,17.8,11.4,91.4,20.5,2.7
1707905006,2021,1.7,12.9,12.5,1.6,71.3,2.1,26.8,29868.0,26250.0,69570.0,26026.0,52417.0,19609.0,40.7,1249.0,21.3,12.9,92.8,19.3,2.7
1707905006,2022,2.2,13.4,13.5,0.9,70.1,2.1,26.3,30282.0,26950.0,70080.0,26308.0,52141.0,19573.0,40.9,1280.0,20.8,13.8,92.5,19.1,2.7
1707905006,2023,2.1,13.9,15.5,0.7,67.8,2.1,26.0,31091.0,28350.0,75051.0,28648.0,54474.0,20794.0,41.5,1273.0,22.5,15.6,91.2,18.6,2.6
1707906001,2015,2.5,6.1,17.2,2.2,72.1,2.1,26.5,19187.0,17850.0,41942.0,14925.0,34782.0,12377.0,38.5,2029.0,19.4,11.7,93.0,23.5,2.8
1707906001,2016,2.7,5.4,17.4,1.8,72.8,2.2,25.8,19378.0,18550.0,42842.0,15246.0,35423.0,12606.0,39.2,2001.0,19.8,12.6,92.6,22.7,2.8
1707906001,2017,2.6,5.9,18.2,1.4,71.8,2.3,26.1,19980.0,19250.0,43908.0,15824.0,36278.0,13075.0,40.1,1979.0,20.1,13.6,91.9,21.7,2.7
1707906001,2018,3.0,6.2,18.1,1.3,71.4,2.3,25.1,20717.0,19950.0,45273.0,16531.0,37316.0,13625.0,40.6,2001.0,21.1,13.9,90.6,21.1,2.7
1707906001,2019,3.1,6.6,18.8,1.4,70.2,2.1,24.5,21806.0,20650.0,47669.0,17369.0,39238.0,14297.0,41.3,2008.0,19.6,14.6,88.7,19.9,2.7
1707906001,2020,3.7,6.2,20.5,3.6,66.1,2.1,24.9,22119.0,21350.0,48326.0,17836.0,39656.0,14636.0,42.0,1987.0,21.1,15.8,90.6,18.6,2.7
1707906001,2021,3.7,7.0,19.7,2.2,67.5,2.1,24.2,22923.0,21350.0,49150.0,18653.0,40269.0,15283.0,42.5,1964.0,22.7,16.7,90.6,18.0,2.6
1707906001,2022,3.5,7.7,20.4,1.6,66.9,2.1,23.9,23765.0,22750.0,51340.0,19487.0,41719.0,15835.0,43.0,1956.0,22.7,17.5,93.0,17.2,2.6
1707906001,2023,3.7,7.7,21.0,1.2,66.5,2.0,24.3,25428.0,24150.0,54947.0,21085.0,44591.0,17111.0,43.4,1930.0,21.6,18.3,93.1,16.2,2.6
1707906002,2015,4.2,8.3,17.7,2.2,67.7,2.3,28.7,17013.0,16450.0,36111.0,12623.0,30824.0,10775.0,37.5,2549.0,19.2,14.0,87.5,24.6,2.8
1707906002,2016,4.4,8.4,17.3,1.9,68.1,2.4,27.8,17504.0,16450.0,37494.0,13136.0,31905.0,11177.0,37.9,2501.0,20.4,14.3,88.1,24.4,2.8
1707906002,2017,4.5,9.0,17.0,1.7,67.7,2.4,27.3,18143.0,17150.0,39170.0,13721.0,33082.0,11589.0,38.3,2528.0,19.7,14.5,88.0,24.7,2.8
1707906002,2018,4.9,7.5,16.3,1.8,69.5,2.2,25.6,18691.0,17850.0,40320.0,14286.0,33975.0,12038.0,38.7,2626.0,19.4,14.6,87.4,24.0,2.8
1707906002,2019,4.4,7.5,16.0,1.9,70.2,2.1,25.1,19677.0,19250.0,42322.0,15213.0,35536.0,12774.0,39.1,2636.0,20.3,14.9,86.5,23.0,2.8
1707906002,2020,4.7,6.7,16.4,4.8,67.3,2.2,25.4,19979.0,19250.0,42658.0,15530.0,35760.0,13018.0,39.8,2609.0,22.9,15.5,87.0,22.0,2.7
1707906002,2021,4.9,7.4,16.5,3.1,68.1,2.1,24.9,20767.0,19950.0,43755.0,16391.0,36404.0,13638.0,40.1,2603.0,24.3,15.6,87.7,21.9,2.6
1707906002,2022,4.5,7.6,17.1,1.7,69.2,2.2,24.8,21790.0,20650.0,45932.0,17448.0,37840.0,14374.0,40.1,2589.0,23.8,15.3,88.6,21.9,2.6
1707906002,2023,4.6,7.7,17.1,2.0,68.6,2.2,24.7,22782.0,21350.0,49225.0,18328.0,40619.0,15124.0,40.1,2660.0,24.4,15.3,88.1,21.3,2.7
1707906003,2015,3.7,8.1,19.7,2.3,66.3,2.2,25.8,16762.0,15750.0,35029.0,12877.0,29925.0,11000.0,40.2,1933.0,21.9,14.2,94.4,21.0,2.7
1707906003,2016,3.6,7.4,19.2,1.8,68.0,2.2,25.8,17518.0,16450.0,36764.0,13476.0,31341.0,11488.0,40.6,1943.0,22.0,14.5,93.7,20.4,2.7
1707906003,2017,3.3,8.0,19.1,1.7,68.0,2.2,23.9,18468.0,17150.0,39050.0,14255.0,33070.0,12072.0,40.5,1976.0,21.7,14.8,93.4,20.4,2.7
1707906003,2018,3.7,7.8,18.9,2.0,67.7,2.0,23.2,18894.0,17850.0,39750.0,14665.0,33685.0,12427.0,41.0,1990.0,21.6,15.5,92.8,19.1,2.7
1707906003,2019,3.6,7.3,19.6,1.7,67.8,2.1,24.2,19542.0,18550.0,41556.0,15300.0,35010.0,12890.0,41.3,2011.0,21.1,16.4,92.8,18.7,2.7
1707906003,2020,3.9,6.5,20.4,4.6,64.6,2.1,24.1,19334.0,18550.0,41822.0,15116.0,35326.0,12768.0,41.4,2032.0,22.2,16.0,91.7,18.4,2.8
1707906003,2021,3.9,6.9,20.4,2.4,66.5,2.0,23.4,20212.0,19250.0,43442.0,15791.0,36429.0,13242.0,41.7,2026.0,21.1,16.5,90.4,18.1,2.7
1707906003,2022,3.8,7.4,20.6,1.5,66.7,2.1,24.7,21818.0,20650.0,46777.0,17299.0,39035.0,14436.0,42.3,1990.0,21.4,17.7,92.1,17.6,2.7
1707906003,2023,4.5,8.3,20.8,1.9,64.5,2.0,23.5,23053.0,21350.0,49504.0,18375.0,41323.0,15338.0,42.8,1988.0,21.4,18.8,92.0,16.9,2.7
1707906004,2015,2.9,13.8,15.3,2.2,65.8,2.4,27.7,19347.0,17850.0,43312.0,15317.0,35973.0,12722.0,40.1,1584.0,17.8,11.4,92.5,20.0,2.8
1707906004,2016,3.2,9.3,16.5,1.8,69.3,2.3,27.8,19731.0,18550.0,43954.0,15478.0,36411.0,12821.0,40.2,1610.0,16.6,11.9,92.9,20.2,2.8
1707906004,2017,3.4,11.2,16.6,1.5,67.2,2.3,27.8,19919.0,19250.0,46065.0,15845.0,37366.0,12852.0,40.1,1626.0,18.1,11.6,92.0,20.4,2.9
1707906004,2018,4.0,10.7,17.2,1.6,66.5,2.4,28.6,20581.0,19250.0,45987.0,16246.0,37884.0,13383.0,40.5,1608.0,18.8,13.3,92.5,20.6,2.8
1707906004,2019,4.0,11.2,18.6,1.5,64.7,2.4,27.8,21415.0,19950.0,48496.0,17003.0,39630.0,13895.0,41.0,1621.0,20.4,14.4,92.0,20.1,2.8
1707906004,2020,4.2,9.4,20.0,4.0,62.4,2.5,28.1,21064.0,19950.0,46713.0,16783.0,38138.0,13702.0,41.6,1605.0,20.9,16.2,91.6,19.0,2.8
1707906004,2021,3.7,11.1,17.1,1.9,66.2,2.4,28.0,23666.0,22050.0,53336.0,19752.0,42251.0,15647.0,41.7,1733.0,22.6,16.3,91.1,18.1,2.7
1707906004,2022,3.8,10.7,17.6,1.2,66.8,2.4,27.6,24741.0,22750.0,56566.0,20653.0,44913.0,16398.0,41.7,1787.0,21.8,16.3,91.6,17.5,2.7
1707906004,2023,4.2,10.6,18.0,1.6,65.7,2.4,27.4,25645.0,23450.0,59005.0,21451.0,46887.0,17045.0,42.0,1822.0,21.4,17.8,90.0,17.1,2.7
1707906005,2015,5.2,5.2,30.4,2.7,56.5,2.5,28.0,14295.0,13650.0,24810.0,11753.0,21815.0,10335.0,43.3,919.0,46.9,23.9,81.4,14.3,2.1
1707906005,2016,5.2,5.2,31.4,2.1,56.1,2.3,27.6,14451.0,13650.0,24928.0,11801.0,21854.0,10345.0,44.3,919.0,46.9,24.9,79.8,14.9,2.1
1707906005,2017,5.6,5.0,30.8,1.9,56.8,2.4,27.3,14583.0,14350.0,24708.0,12042.0,21679.0,10566.0,45.4,910.0,47.4,26.2,76.9,13.7,2.0
1707906005,2018,5.7,6.5,29.4,1.8,56.7,2.4,26.6,15558.0,14350.0,27722.0,12835.0,24062.0,11140.0,44.4,965.0,46.3,24.2,70.2,13.8,2.2
1707906005,2019,5.6,5.4,29.3,2.0,57.7,2.3,26.5,16305.0,15050.0,28801.0,13466.0,25096.0,11734.0,45.3,975.0,46.5,25.9,65.4,13.2,2.1
1707906005,2020,6.1,5.4,29.3,5.2,54.1,2.3,26.5,16326.0,15050.0,29092.0,13650.0,25203.0,11826.0,45.9,953.0,47.3,26.7,71.1,12.7,2.1
1707906005,2021,6.2,5.6,29.4,3.7,55.1,2.4,26.4,17225.0,16450.0,30062.0,14352.0,26048.0,12436.0,46.4,936.0,46.2,27.5,75.3,13.5,2.1
1707906005,2022,5.9,5.6,29.8,2.8,55.8,2.2,24.4,17703.0,17150.0,31131.0,14697.0,26893.0,12696.0,46.3,952.0,48.0,27.9,80.4,13.9,2.1
1707906005,2023,6.3,5.4,29.2,2.1,57.0,2.2,23.3,18848.0,17850.0,33366.0,15665.0,28870.0,13554.0,47.0,935.0,48.0,28.3,81.5,14.1,2.1
