census_tract,metres_cadastre,emissions_de_co2,qual_energia,qual_emissions,data_entrada,motiu,us_edifici,zona_climatica,energia_primaria,cost_energia
1707901006,55,26.07,D,D,,Compravenda,Habitatge individual en bloc d'habitatges,D2,125.06,2.16
1707902008,68.23,44.15,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,208.61,720.56
1707903007,52,61.51,F,F,,Lloguer,Habitatge individual en bloc d'habitatges,D2,296.35,835.55
1707902004,71,68.2,F,F,,Lloguer,Habitatge individual en bloc d'habitatges,D2,322.95,16.54
1707902012,74,48.51,E,E,2024-04-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,229.65,11.75
1707902006,62,51.17,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,242.43,769.53
1707903015,51.85,24.76,E,C,,Compravenda,Habitatge individual en bloc d'habitatges,D2,146.19,NaN
1707903009,65,73.63,G,F,,Compravenda,Habitatge individual en bloc d'habitatges,D2,348.89,1163.79
1707902006,79,78.18,G,G,2024-02-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,370.24,18.97
1707901003,89,23.42,D,C,2024-09-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,114.66,6.44
1707903020,66,42.97,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,204.22,10.57
1707906003,74.66,60.56,F,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,286.87,1091.13
1707906001,58,45.1,F,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,213.6,NaN
1707903012,54,61.85,F,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,292.59,14.94
1707903002,54,14.23,C,B,,Lloguer,Habitatge individual en bloc d'habitatges,D2,84,6.82
1707905006,75,44.4,E,E,2022-06-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,210.43,10.8
1707902016,185,57.34,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,271.92,13.98
1707902013,110.5,45.3,E,D,2018-03-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,267.43,2398.09
1707903015,80,44.47,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,256.65,20.11
1707903021,96.51,78.03,G,G,2018-09-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,370.52,1450.15
1707902005,77,43.48,E,E,2025-04-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,206.26,10.62
1707903005,89.92,57.15,E,E,2018-09-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,270.39,1241.69
1707901006,93.62,61.4,E,E,2016-06-01,Compravenda,Habitatge unifamiliar,D2,232.7,14062.8
1707906002,150,72.22,E,E,,Lloguer,Habitatge unifamiliar,D2,341.99,17.51
1707906003,133.1,53.35,E,E,2018-05-01,Compravenda,Habitatge unifamiliar,D2,253.73,1751.39
1707903010,79,30.28,E,D,,Compravenda,Habitatge individual en bloc d'habitatges,D2,143.9,7.45
1707902015,152,60.8,F,E,2024-02-01,Compravenda,Habitatge unifamiliar,D2,313.65,19.96
1707903002,226,67.54,G,A,,Lloguer,Terciari,D2,396.03,31.81
1707902003,120,33.62,E,D,2023-04-01,Certificació voluntària,Habitatge individual en bloc d'habitatges,D2,198.49,16.11
1707902011,61,31.5,E,D,,Lloguer,Habitatge individual en bloc d'habitatges,D2,150,442.8
1707902012,104,42.26,E,E,2024-01-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,199.65,10.16
1707904002,65,43.5,E,E,2020-08-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,215.55,12.49
1707903015,50.45,36.7,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,173.8,448.12
1707905004,229,57.85,E,E,2020-07-01,Compravenda,Habitatge unifamiliar,D2,341.54,27.72
1707903021,230,23.57,F,F,2019-10-01,Compravenda,Terciari,D2,115.3,NaN
1707902020,70,54.2,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,257.23,13.26
1707901006,48,56.01,F,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,287.27,18.05
1707902019,50.6,54.16,F,E,2017-02-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,319.75,1313.01
1707906002,89,8.09,B,A,2018-11-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,39.02,187.67
1707903003,50,49.21,E,E,2021-08-01,Certificació voluntària,Habitatge individual en bloc d'habitatges,D2,233.68,12.06
1707903018,89,68.81,F,F,2018-04-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,327,1503.1
1707903014,92.35,52.7,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,249.9,181.98
1707902001,171,59.18,E,E,2018-08-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,226.88,24321.85
1707902010,63.5,25.97,D,D,2017-05-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,123.27,387.1
1707903006,139,26.29,D,E,,Sol·licitud d'ajuts,Habitatge unifamiliar,D2,124.2,6.31
1707905004,142.56,80.24,F,F,,Compravenda,Habitatge unifamiliar,D2,380.83,2799.45
1707901003,79,23.36,E,E,,Certificació voluntària,Habitatge individual en bloc d'habitatges,D2,111.46,5.84
1707903005,33.56,48.1,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,227.2,66.4
1707901002,65,83.81,G,G,,Sol·licitud d'ajuts,Habitatge individual en bloc d'habitatges,D2,397.53,20.46
1707902003,79,28.47,F,G,,Lloguer,Terciari,D2,168.06,13.64
1707903011,70.79,63.56,F,E,2018-07-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,300.65,1086.34
1707903001,75.77,44.3,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,210.4,NaN
1707902018,81.95,10.8,C,C,,Compravenda,Habitatge individual en bloc d'habitatges,D2,51.4,NaN
1707902011,75,52.1,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,247.3,956.36
1707903001,81,51.67,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,244.78,12.55
1707904002,100,33.48,E,D,,Lloguer,Habitatge individual en bloc d'habitatges,D2,197.64,16.04
1707905006,90,40.5,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,191.7,9.81
1707902020,69,54.67,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,277.95,17.12
1707903002,39,33.05,E,D,2020-10-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,167.08,10.16
1707903003,99,26.3,C,G,,Compravenda,Terciari,D2,141.88,9.89
1707902005,110,56.47,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,267.15,14.9
1707901001,127.9,26.03,C,C,,Compravenda,Habitatge unifamiliar,D2,125.79,670.02
1707903007,60.42,56.54,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,271.79,878.13
1707903018,86,54.3,G,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,257.6,1057.31
1707903008,68,34.9,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,164.99,571.72
1707902011,65,35.62,E,E,2024-10-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,169.84,8.87
1707903014,112,46.5,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,220.16,11.27
1707901001,72,74.36,G,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,369.16,21.49
1707903003,68.8,22.45,D,C,2017-01-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,132.56,740.12
1707903009,68,54.02,E,E,,Certificació voluntària,Habitatge individual en bloc d'habitatges,D2,277.86,17.57
1707903011,109,29.58,E,D,,Compravenda,Habitatge individual en bloc d'habitatges,D2,142.71,7.71
1707902010,57,68.49,G,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,347.54,21.32
1707902006,58,49.34,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,233.99,12.04
1707905004,78,67.05,E,E,2022-03-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,257.07,16.37
1707902016,155,56.6,E,E,2016-06-01,Compravenda,Habitatge unifamiliar,D2,269.7,2182.11
1707902008,55,78.23,G,F,2019-12-01,Altres (cap de les anteriores opcions),Habitatge individual en bloc d'habitatges,D2,461.79,37.48
1707903019,89,19.62,D,C,,Lloguer,Habitatge individual en bloc d'habitatges,D2,98.04,5.8
1707901001,84,17.1,C,B,2021-05-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,81.89,4.33
1707903002,105.85,71.27,G,G,2018-03-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,338.36,1802.9
1707902002,47.5,40.41,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,191.88,470.64
1707901003,112,34.03,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,161.86,940.84
1707902004,77,10.96,C,C,,Lloguer,Habitatge individual en bloc d'habitatges,D2,54.66,0.06
1707902006,75,36.87,E,D,,Compravenda,Habitatge individual en bloc d'habitatges,D2,175.15,9.05
1707903001,50,48.45,E,E,2020-07-01,Lloguer,Habitatge unifamiliar,D2,230.19,11.9
1707902003,83,30.55,E,D,,Lloguer,Habitatge individual en bloc d'habitatges,D2,144.69,7.42
1707903003,93,31.15,E,D,2024-05-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,148.17,7.69
1707906001,86,44.55,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,211.15,10.84
1707901003,64,48.77,G,,2015-07-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,239.15,NaN
1707902002,95.68,34.75,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,164.47,NaN
1707901001,31,74.82,E,D,,Lloguer,Terciari,D2,382.12,23.78
1707903001,32.33,84.22,G,C,2018-07-01,Compravenda,Terciari,D2,497.16,1304.37
1707902011,69,60.19,F,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,299.32,17.49
1707905003,81.6,68.9,F,F,,Lloguer,Habitatge individual en bloc d'habitatges,D2,325.8,1339.71
1707903003,49.03,57.19,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,270.58,677.55
1707903013,66,62.77,F,F,,Compravenda,Habitatge individual en bloc d'habitatges,D2,298.43,16.06
1707902012,132,50.4,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,239.32,12.36
1707902017,140.68,44.24,E,D,,Compravenda,Habitatge unifamiliar,D2,210.67,1542.55
1707903016,71.75,22.7,D,C,,Compravenda,Habitatge individual en bloc d'habitatges,D2,109.4,398.81
1707902009,63,40.96,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,194.23,9.99
1707906003,106,72.58,G,F,,Compravenda,Habitatge unifamiliar,D2,343.72,17.61
1707902006,61,58.41,E,E,2019-03-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,276.53,14.16
1707903015,58,59.44,G,G,2025-11-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,282.39,14.6
1707903006,98,41.65,D,E,,Lloguer,Habitatge unifamiliar,D2,197.72,10.2
1707905001,328.01,42.35,E,E,2018-09-01,Certificació voluntària,Habitatge unifamiliar,D2,200.01,3333.45
1707902003,68,42.86,E,E,2020-04-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,202.76,10.35
1707901001,116,24.9,D,C,2024-07-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,118.55,6.16
1707903009,64,49.45,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,234.76,12.11
1707903002,146,30.47,D,G,2025-11-01,Lloguer,Terciari,D2,179.9,14.6
1707906004,90,27.47,E,E,,Certificació voluntària,Habitatge individual en bloc d'habitatges,D2,130.51,6.75
1707903007,53,50.65,G,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,273.69,20.52
1707902011,32.28,38.49,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,196.91,397.11
1707902017,118,14.19,B,B,,Certificació voluntària,Habitatge unifamiliar,D2,75.48,5.12
1707903014,90,74.16,G,F,,Lloguer,Habitatge individual en bloc d'habitatges,D2,350.73,17.9
1707903011,76,69.77,F,F,2025-08-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,329.97,16.83
1707902008,214,53.57,E,E,2025-11-01,Compravenda,Bloc d'habitatges,D2,265.26,5.11
1707901001,68,44.5,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,216.64,144.06
1707901004,57,56.69,G,F,2021-07-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,268.04,13.67
1707904001,34,24.23,D,C,2016-02-01,Lloguer,Terciari,D2,115.24,5.98
1707903014,75.36,56.33,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,283.75,502.14
1707901001,90,21.52,D,E,2022-02-01,Sol·licitud d'ajuts,Habitatge individual en bloc d'habitatges,D2,103.28,5.5
1707901002,108,65.46,F,E,,Sol·licitud d'ajuts,Habitatge individual en bloc d'habitatges,D2,311.65,16.22
1707901001,82.36,34.48,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,168.87,844.04
1707902014,73,17.28,D,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,81.16,318.01
1707903001,104.6,48.7,F,E,2016-05-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,231.5,1193.55
1707906001,94.22,74.77,E,E,,Compravenda,Habitatge unifamiliar,D2,353.69,1701.52
1707903013,69,58.7,E,E,,Altres (cap de les anteriores opcions),Habitatge individual en bloc d'habitatges,D2,277.7,962.21
1707903010,80,37.86,E,E,2018-09-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,180.01,742.76
1707903014,84.08,34,E,D,,Compravenda,Habitatge individual en bloc d'habitatges,D2,162.2,225.32
1707902011,32,66.5,G,E,2016-10-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,341.3,NaN
1707903012,65,20.97,D,D,,Lloguer,Habitatge individual en bloc d'habitatges,D2,102.1,7.7
1707906001,38,35.5,C,F,2019-04-01,Lloguer,Terciari,D2,201.39,15.35
1707902012,74.25,57.39,F,E,,Compravenda,Terciari,D2,338.76,2041.26
1707903012,80,51.25,E,E,,Certificació voluntària,Habitatge individual en bloc d'habitatges,D2,243.36,12.56
1707902001,85,27.84,D,G,2018-01-01,Compravenda,Terciari,D2,164.36,1135.15
1707903019,31,53.34,F,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,314.88,792.17
1707902017,270,34.65,D,D,2025-09-01,Compravenda,Habitatge unifamiliar,D2,173.88,10.39
1707902002,32.55,44.08,E,D,,Compravenda,Habitatge individual en bloc d'habitatges,D2,210.47,346.32
1707903014,81,43.53,E,E,2024-01-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,206.62,10.66
1707903007,77,46.42,E,E,2025-09-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,238.28,15
1707905003,74.56,30.3,E,C,2017-11-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,178.87,1082.29
1707903010,67.84,54.7,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,259.27,7978.31
1707901001,200,36.3,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,172.73,8.97
1707902017,111,65.55,E,E,,Sol·licitud d'ajuts,Habitatge unifamiliar,D2,311.39,16.1
1707903010,41.49,74.6,G,F,,Compravenda,Habitatge individual en bloc d'habitatges,D2,369.5,NaN
1707903001,35.1,42.1,E,,,Compravenda,Habitatge individual en bloc d'habitatges,D2,163.3,NaN
1707902011,54,46.12,E,C,,Lloguer,Habitatge unifamiliar,D2,235.25,21.02
1707903003,69,22.81,D,C,2020-10-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,111.21,6.18
1707904001,30.71,59.31,F,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,310.95,628.9
1707902011,73,45.3,E,D,2020-03-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,252.59,18.7
1707906004,53.4,25.24,E,D,,Lloguer,Habitatge individual en bloc d'habitatges,D2,149.01,645.75
1707906003,67,81.5,G,C,2016-03-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,386.1,1306.2
1707903016,76,24.61,D,C,2024-08-01,Altres (cap de les anteriores opcions),Habitatge individual en bloc d'habitatges,D2,116.71,6.01
1707902021,38,64.93,G,F,,Compravenda,Habitatge individual en bloc d'habitatges,D2,374.84,29.39
1707903002,123.3,41.08,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,195.31,1247.95
1707902013,68,49.63,E,E,2023-06-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,235.37,12.1
1707903009,61,54.68,E,E,2022-10-01,Certificació voluntària,Habitatge individual en bloc d'habitatges,D2,259.18,13.31
1707902011,1960,44.6,E,E,,Compravenda,Bloc d'habitatges plurifamiliar,D2,229.3,NaN
1707903008,100,17.59,D,B,2024-08-01,Altres (cap de les anteriores opcions),Habitatge unifamiliar,D2,103.86,8.43
1707902003,126,63.4,F,B,2019-05-01,Lloguer,Terciari,D2,374.25,30.37
1707906001,88,55.96,G,F,,Compravenda,Habitatge individual en bloc d'habitatges,D2,265,1194.51
1707903001,80,61.76,E,F,,Lloguer,Terciari,D2,364.58,29.59
1707904001,37,36.67,E,E,,Certificació voluntària,Habitatge individual en bloc d'habitatges,D2,216.48,17.57
1707902006,118.55,34.11,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,162.82,1011.52
1707902002,78,46.2,B,,,Lloguer,Terciari,D2,276.9,NaN
1707901004,86,63.77,F,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,302.11,15.5
1707902019,250,51,D,E,,Certificació voluntària,Habitatge unifamiliar,D2,197.35,30271
1707905002,53,50.82,G,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,240.96,12.39
1707902017,111,43.62,E,E,,Certificació voluntària,Habitatge unifamiliar,D2,257.52,20.9
1707902006,71,51.11,G,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,242.11,881.64
1707902018,124,26.95,C,C,,Lloguer,Habitatge individual en bloc d'habitatges,D2,128.74,763.93
1707903001,189.84,58.47,E,E,,Certificació voluntària,Terciari,D2,345.19,5318.06
1707902001,93,32.03,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,151.41,7.71
1707901003,77.6,51.72,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,245.6,983.97
1707902003,273,37.28,G,E,2019-12-01,Compravenda,Terciari,D2,220.06,17.86
1707902017,111,22.53,D,E,2025-06-01,Sol·licitud d'ajuts,Habitatge unifamiliar,D2,132.97,10.79
1707902001,103,61.99,F,E,2025-05-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,292.75,14.87
1707901001,45.9,66.51,G,E,2018-03-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,342.86,999.9
1707902002,117,42.39,E,D,,Lloguer,Habitatge individual en bloc d'habitatges,D2,250.26,2376.08
1707906002,75.17,18.26,C,C,,Compravenda,Habitatge individual en bloc d'habitatges,D2,87.33,346
1707902008,137,50.16,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,237.62,12.19
1707902019,52.7,42.94,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,203.69,495.61
1707903013,67.81,60.13,F,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,284.78,989.71
1707906004,104,27.93,D,D,,Sol·licitud d'ajuts,Habitatge unifamiliar,D2,164.87,13.38
1707903013,72,58.37,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,276.94,14.26
1707903010,82.4,42.41,G,F,,Lloguer,Terciari,D2,236.05,15.33
1707902011,56.1,37.37,E,D,2017-09-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,198.34,487.41
1707903021,58.49,54.95,E,E,2017-12-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,259.95,776.39
1707905004,219,65.92,F,F,2020-12-01,Lloguer,Bloc d'habitatges plurifamiliar,D2,312.17,8
1707901004,75.57,21.8,D,C,,Lloguer,Habitatge individual en bloc d'habitatges,D2,104.3,NaN
1707903006,102,49.21,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,247.46,14.86
1707906001,81,27.36,D,G,,Lloguer,Habitatge unifamiliar,D2,137.84,581.72
1707902018,70,42.22,D,D,2016-03-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,167.72,NaN
1707902003,108,29.76,E,D,2023-02-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,140.86,7.21
1707902011,56.13,32.02,E,D,,Compravenda,Habitatge individual en bloc d'habitatges,D2,153.15,453.41
1707902014,59.58,30.98,E,D,,Lloguer,Habitatge individual en bloc d'habitatges,D2,147.06,452
1707905006,111,52.65,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,257.22,14.37
1707901004,60.3,70.4,G,E,2016-04-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,334.3,221.18
1707902021,36,41.51,F,E,2025-01-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,216.95,14.2
1707903014,48,48.38,E,E,2021-10-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,229.55,11.82
1707905002,77,71.6,G,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,339.1,1338.69
1707902006,443,9.42,B,B,,Lloguer,Bloc d'habitatges,D2,55.63,0.56
1707902015,72,62.39,F,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,296.11,15.27
1707902010,30.51,38.07,E,D,2018-12-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,182.51,286.02
1707903021,71,36.58,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,172.92,8.81
1707903004,77,56.28,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,268.01,13.95
1707902002,72,38.6,E,E,2017-04-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,183.43,683.46
1707903005,72,65.19,F,E,2023-12-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,308.63,15.48
1707902018,160.39,57.3,E,F,,Lloguer,Terciari,D2,331.38,4179.3
1707903012,77,90.36,G,G,,Compravenda,Habitatge individual en bloc d'habitatges,D2,429.05,22.15
1707902004,95,41.56,E,E,2019-02-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,196.93,10.11
1707902010,51,61.24,F,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,316.27,20.18
1707903001,145.35,55.9,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,264.7,NaN
1707903009,86,40.03,E,E,2025-09-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,207.1,13.26
1707903021,91.51,25.28,D,C,,Compravenda,Habitatge individual en bloc d'habitatges,D2,120.56,7.79
1707903003,43,65.21,G,F,,Lloguer,Habitatge individual en bloc d'habitatges,D2,354.16,25
1707902009,83,64.5,F,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,306.3,1196.13
1707906004,48,24.16,D,D,2019-09-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,115.11,6
1707902019,59,58.84,E,E,,Certificació voluntària,Habitatge individual en bloc d'habitatges,D2,277.9,14.12
1707906002,75.86,19.64,D,C,,Compravenda,Habitatge individual en bloc d'habitatges,D2,93.53,345.7
1707905002,59,73.08,G,F,2020-06-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,345.98,17.71
1707902007,126,13.04,C,B,,Compravenda,Habitatge individual en bloc d'habitatges,D2,63.42,441.37
1707904001,126,40.29,E,E,,Certificació voluntària,Bloc d'habitatges,D2,236.75,19.55
1707903002,109,43.37,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,256.01,20.78
1707903019,88,37.01,E,E,2021-06-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,175.37,9
1707902008,85,26.23,D,D,2020-12-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,125.96,6.71
1707903007,50.22,25.02,D,D,,Lloguer,Habitatge individual en bloc d'habitatges,D2,119.07,7.64
1707901001,80.85,38.77,E,E,2018-06-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,228.88,1501.8
1707903011,84.5,57.27,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,271.59,1166.84
1707901004,72,53.19,E,E,2021-08-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,252.49,13.03
1707902001,64.25,30.92,E,D,,Compravenda,Habitatge individual en bloc d'habitatges,D2,171.05,802.15
1707905003,40,78.03,G,E,2024-09-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,414.54,28.05
1707906002,94,30.06,D,E,2025-05-01,Sol·licitud d'ajuts,Habitatge individual en bloc d'habitatges,D2,107.7,0.28
1707902004,96.95,33.97,E,D,2018-09-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,164.59,872.3
1707903010,86,56.57,E,E,2017-06-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,269.72,1211.75
1707903009,68,47.89,E,E,2025-05-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,244.8,15.27
1707903017,85.94,68.02,F,E,2018-02-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,323.73,1446.2
1707902008,199.05,62.93,E,E,,Lloguer,Habitatge unifamiliar,D2,297.72,3026.53
1707906004,97,51.83,E,E,2017-04-01,Compravenda,Habitatge unifamiliar,D2,245.53,1220.9
1707902021,84,57.01,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,270.29,1166.41
1707903012,75,63.35,F,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,300.01,15.37
1707902011,78,46.29,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,219.23,11.23
1707905003,63.56,43.3,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,205.8,677.02
1707902011,54.8,56.21,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,265.45,739.01
1707902007,134,24.57,D,D,,Certificació voluntària,Habitatge individual en bloc d'habitatges,D2,123.03,7.31
1707902018,48.94,65.13,G,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,384.48,1527.04
1707903002,113,67.72,F,F,,Compravenda,Habitatge individual en bloc d'habitatges,D2,321.63,16.62
1707902002,76,35.78,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,183.98,886.78
1707902017,95,38.23,D,E,2023-08-01,Sol·licitud d'ajuts,Habitatge unifamiliar,D2,184.23,9.92
1707902021,60,40.31,E,E,2021-07-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,191.14,9.83
1707902003,70,44.9,E,E,2019-04-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,255.7,19.62
1707903016,95,43.46,E,E,2020-09-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,206.43,10.67
1707902008,148,64.34,F,E,2022-06-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,304.11,15.49
1707905005,71,75.13,E,E,2019-11-01,Lloguer,Habitatge unifamiliar,D2,286.32,18.15
1707903010,55,42.59,E,E,2024-07-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,214.05,NaN
1707902009,71,39,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,184.52,9.43
1707906004,1472,1.54,A,A,,Altres (cap de les anteriores opcions),Bloc d'habitatges,D2,9.1,0.09
1707902003,135,66.46,F,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,315.43,2195.23
1707901006,62,57.11,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,270.22,13.81
1707903001,156,75.94,G,G,,Compravenda,Habitatge individual en bloc d'habitatges,D2,359.65,16.1
1707904001,15,67.95,G,E,,Altres (cap de les anteriores opcions),Habitatge individual en bloc d'habitatges,D2,392.11,30.72
1707903014,157,26.58,D,E,,Compravenda,Terciari,D2,130.84,7.45
1707902021,45,65.98,D,C,,Lloguer,Terciari,D2,348.33,1047.07
1707906002,82,39.02,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,219.66,16.53
1707903001,54,56.83,F,E,,Lloguer,Terciari,D2,335.47,27.23
