census_tract,metres_cadastre,emissions_de_co2,qual_energia,qual_emissions,data_entrada,motiu,us_edifici,zona_climatica,energia_primaria,cost_energia
1707902006,107,47.12,F,G,,Certificació voluntària,Terciari,D2,278.19,22.58
1707902012,77,41.3,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,197.78,10.46
1707901004,59,76.63,G,E,2025-10-01,Certificació voluntària,Habitatge individual en bloc d'habitatges,D2,391.55,24.4
1707902003,48,47.52,G,E,2020-10-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,243.81,0.5
1707902019,79,34.65,E,D,,Lloguer,Habitatge individual en bloc d'habitatges,D2,170.87,9.77
1707901006,70,52.88,E,E,2021-06-01,Compravenda,Habitatge unifamiliar,D2,252.29,13.21
1707902021,99,19.9,D,E,2025-12-01,Certificació voluntària,Habitatge individual en bloc d'habitatges,D2,94.61,4.9
1707905004,33,52.2,G,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,274.9,18.28
1707903007,68.28,62.99,F,F,,Lloguer,Habitatge individual en bloc d'habitatges,D2,298.34,1043.94
1707903015,71,44.16,E,E,2023-05-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,209.33,10.76
1707901003,103,14.78,C,C,,Sol·licitud d'ajuts,Habitatge unifamiliar,D2,87.25,7.08
1707903003,92,29,E,F,2016-08-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,137.6,565.01
1707903010,87,43.68,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,206.88,10.6
1707903015,58,52.97,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,251.35,12.96
1707906001,77,59.91,E,E,2021-09-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,283.77,14.55
1707902003,192.63,54.24,F,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,320.2,5005.53
1707904002,94,51.14,E,E,,Compravenda,Habitatge unifamiliar,D2,275.93,19.24
1707902002,57,22.61,D,C,2018-09-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,108.66,329.33
1707903015,72,49.69,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,235.99,12.19
1707903014,61,57.13,E,E,2025-05-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,271.09,13.97
1707903019,53,42.42,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,217.6,13.67
1707903004,64,44.42,E,E,2025-05-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,210.98,10.9
1707903003,67,41.01,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,193.68,9.84
1707906004,86,43.11,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,219.04,13.47
1707903003,80,60.71,G,E,2024-02-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,358.38,29.08
1707903003,78,61.9,F,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,293.5,1178.7
1707902018,63.6,27.1,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,129.2,399.97
1707903006,72,60.68,F,E,2020-06-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,287.88,14.82
1707902009,55,50.39,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,255.1,15.56
1707902009,40,75.23,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,355.27,18.05
1707901006,52,71.62,G,F,,Compravenda,Habitatge individual en bloc d'habitatges,D2,340.01,17.54
1707903008,92,35.41,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,167.9,8.64
1707903007,53,63.22,F,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,299.41,15.34
1707902011,117,41.69,E,E,2025-10-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,246.09,19.97
1707903019,77.1,55.07,E,E,2016-12-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,260.59,1027.02
1707902008,61,78.16,G,F,,Lloguer,Habitatge individual en bloc d'habitatges,D2,369.39,18.81
1707903016,74,40.77,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,193.62,10
1707903005,54,33.91,E,G,,Certificació voluntària,Terciari,D2,200.18,16.25
1707903012,69.9,40,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,189.9,676.76
1707901002,90,47.9,E,E,2016-07-01,Compravenda,Habitatge unifamiliar,D2,227.3,1012.7
1707906002,47.2,65.61,G,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,362.43,1245.71
1707902011,75,47.43,E,E,2022-06-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,224.61,11.5
1707903001,20,28.96,F,E,,Lloguer,Terciari,D2,170.98,13.88
1707903004,90,40.52,E,,,Compravenda,Habitatge individual en bloc d'habitatges,D2,192.15,NaN
1707904002,55,43.1,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,206.17,593.85
1707906002,68,45.56,E,E,2020-01-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,215.55,11.01
1707902012,121,49.88,E,E,2018-08-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,274.45,2404.31
1707902022,68,58.09,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,274.74,14.02
1707901006,53,53.61,E,E,2025-02-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,254.86,13.21
1707901001,695,44.03,D,G,,Altres (cap de les anteriores opcions),Terciari,D2,259.93,21.09
1707902012,54,54.95,G,F,2024-07-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,260.56,13.4
1707902014,57,48.67,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,230.74,670.12
1707902006,74,59.9,F,E,2023-09-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,306.5,19.16
1707902018,80,68.75,E,E,,Compravenda,Habitatge unifamiliar,D2,326.41,16.85
1707902007,43.28,72.4,G,E,2016-12-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,427.4,1501.08
1707903001,2164,47.5,E,E,2019-12-01,Altres (cap de les anteriores opcions),Terciari,D2,230.54,16.34
1707906003,36,72.85,D,F,,Compravenda,Terciari,D2,378.11,24.38
1707901001,76,45.75,E,E,2021-04-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,217.1,12.63
1707902008,44,54.57,F,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,322.14,26.14
1707902019,58.49,37.54,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,178.79,544.86
1707903018,84,81.46,G,G,,Compravenda,Habitatge individual en bloc d'habitatges,D2,385.61,19.73
1707903016,56.25,62.49,F,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,295.97,853.13
1707902014,125.07,67.48,E,E,2017-12-01,Compravenda,Habitatge unifamiliar,D2,320.98,1965.17
1707906002,78.23,60.01,E,E,2017-03-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,284.46,1142.91
1707903001,24,37.56,E,C,,Certificació voluntària,Habitatge individual en bloc d'habitatges,D2,221.75,17.99
1707904002,95.01,49,E,E,2016-10-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,233.9,1162.61
1707903003,43,26.65,D,D,,Compravenda,Habitatge individual en bloc d'habitatges,D2,126.56,6.54
1707902001,205,6.62,A,B,,Certificació voluntària,Habitatge individual en bloc d'habitatges,D2,32.58,1.86
1707903014,58.3,71.55,G,E,2018-09-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,364.22,1311.66
1707905006,74,41.14,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,195.31,9.66
1707903010,46,68.47,F,F,2017-10-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,324.51,766.48
1707902006,120,41.85,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,198.03,10.12
1707903001,34.19,70,G,E,2018-07-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,361.79,790.35
1707902018,65,48.94,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,232.06,11.93
1707903008,69.05,46.83,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,222.04,787.99
1707903011,63,64.63,F,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,330.21,20.57
1707902016,166,58.17,E,E,,Certificació voluntària,Habitatge unifamiliar,D2,330.3,25.21
1707903012,91.44,59.33,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,281.52,1326.61
1707903003,106,32.08,E,D,,Compravenda,Habitatge individual en bloc d'habitatges,D2,155.51,8.51
1707903010,61,48.98,G,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,255,16.55
1707902004,98,50.56,E,E,2019-02-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,261.87,9.37
1707901005,58,64.9,F,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,307.46,15.76
1707902004,67,27.1,F,F,2016-10-01,Compravenda,Terciari,D2,128.1,NaN
1707903008,100,49.85,E,E,2023-07-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,259.82,16.9
1707902022,160,42.5,E,E,2016-07-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,201.5,1610.4
1707903019,44,39.78,E,D,2023-08-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,208.92,13.81
1707903021,86.43,63.7,F,F,2017-04-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,301.27,1312.59
1707902010,46,42.16,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,199.93,10.28
1707903014,67,37.18,E,E,2022-08-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,176.04,9.01
1707903020,114,13.33,C,C,,Certificació voluntària,Habitatge individual en bloc d'habitatges,D2,63.57,3.33
1707902012,247,62.4,E,C,,Compravenda,Terciari,D2,368.1,NaN
1707902011,36,55.4,F,C,,Lloguer,Habitatge individual en bloc d'habitatges,D2,313.3,720.25
1707903003,96,44.43,E,E,2025-10-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,210.63,10.83
1707901001,58.5,31.61,E,E,2018-02-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,160.04,571.02
1707902004,342.42,43.75,E,E,,Lloguer,Bloc d'habitatges plurifamiliar,D2,207.32,607.09
1707903002,57.09,60,F,E,2016-03-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,299.3,340.66
1707903014,74,70.14,G,F,,Compravenda,Habitatge individual en bloc d'habitatges,D2,402.2,31.2
1707905002,56,55.97,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,274.14,860.4
1707902015,53,25.91,D,D,,Lloguer,Habitatge individual en bloc d'habitatges,D2,125.22,NaN
1707902022,64,28.65,E,D,,Compravenda,Habitatge individual en bloc d'habitatges,D2,159.37,0.28
1707903011,81.7,18.14,C,D,,Lloguer,Habitatge individual en bloc d'habitatges,D2,87.59,136.29
1707903011,92,44.59,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,225.38,13.69
1707902011,67.2,30.89,E,D,,Compravenda,Habitatge individual en bloc d'habitatges,D2,146.91,483.55
1707902019,75,71.73,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,339.1,17.28
1707902021,62.85,59.8,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,283.3,NaN
1707902022,78,45.01,F,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,233.25,14.99
1707905002,54,49.53,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,243.39,740.4
1707902021,31,82.52,G,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,373.38,26.62
1707902022,559,36,C,B,,Altres (cap de les anteriores opcions),Terciari,D2,192.77,7405.43
1707902008,197,5.67,A,A,,Certificació voluntària,Habitatge unifamiliar,D2,28.47,1.7
1707903001,116.77,17.8,C,D,2017-02-01,Lloguer,Terciari,D2,105.09,995.82
1707906004,90,61.17,F,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,290.29,14.96
1707903018,53,36.8,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,174.65,9
1707903001,74.68,43.81,E,E,2017-07-01,Compravenda,Terciari,D2,258.61,1567.31
1707903021,28,41.55,E,E,2020-12-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,212.52,13.27
1707902019,83.07,40.22,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,191.21,822.76
1707902003,631,63.95,F,E,,Sol·licitud d'ajuts,Bloc d'habitatges plurifamiliar,D2,311.6,2.47
1707903020,84.75,51.9,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,245.5,NaN
1707902015,53,33.38,E,E,2025-10-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,158.22,8.13
1707903020,65,47.5,E,E,2025-06-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,241.19,6.53
1707903016,72,36.65,E,D,,Lloguer,Habitatge individual en bloc d'habitatges,D2,193.76,937.96
1707902005,83,32.07,D,C,2019-06-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,152.73,7.95
1707903003,64,51.34,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,261.74,13.9
1707902002,48.76,62.9,F,E,2016-07-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,297.5,728.42
1707902016,160.81,84.38,E,F,,Compravenda,Habitatge unifamiliar,D2,346.13,2565.5
1707903003,46,27.91,E,C,2025-07-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,164.79,13.37
1707901001,2828,27.87,C,C,2022-01-01,Altres (cap de les anteriores opcions),Terciari,D2,126.13,8.99
1707903021,55,20.3,D,C,,Lloguer,Habitatge individual en bloc d'habitatges,D2,100.27,5.76
1707903012,82.08,59.97,F,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,284.98,1210.37
1707902005,130,40.8,D,G,,Lloguer,Terciari,D2,240.84,19.54
1707902017,169,59.79,E,E,,Certificació voluntària,Habitatge unifamiliar,D2,283.93,14.66
1707902018,82,59.53,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,281.54,14.37
1707903007,80,60.31,F,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,285.66,14.64
1707903003,55,70.41,G,F,,Lloguer,Habitatge individual en bloc d'habitatges,D2,333.8,945.42
1707903005,79,16.13,D,C,,Sol·licitud d'ajuts,Habitatge individual en bloc d'habitatges,D2,95.24,7.73
1707902011,61,53.51,E,E,2023-08-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,252.96,12.89
1707903009,62,31.51,E,D,2021-01-01,Certificació voluntària,Habitatge individual en bloc d'habitatges,D2,154.03,8.62
1707902018,140,26.39,C,G,,Compravenda,Terciari,D2,143.79,10.21
1707901001,72,32.42,E,D,2018-10-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,191.36,1118.09
1707903012,72.15,43.06,E,E,2016-07-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,212.74,882.52
1707902004,51,50.2,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,238.08,603.73
1707901003,132,35.24,E,E,2023-04-01,Sol·licitud d'ajuts,Habitatge unifamiliar,D2,167.55,8.69
1707903001,104,52.3,E,E,2017-06-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,211.44,11356.95
1707901003,63,38.96,E,D,2019-06-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,230.01,18.67
1707902001,119,30.17,E,D,,Compravenda,Habitatge individual en bloc d'habitatges,D2,152.07,1092.93
1707903017,91.58,63.52,G,,,Compravenda,Habitatge individual en bloc d'habitatges,D2,283.18,1535.46
1707902003,106.25,40.88,E,E,2017-04-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,195.01,1061.49
1707902011,47,52.69,E,E,2024-05-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,249.13,12.7
1707903009,74.8,55.4,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,262.5,NaN
1707905005,100,56.99,E,D,,Lloguer,Terciari,D2,270.86,5608.7
1707902011,87,47.5,E,E,2019-08-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,224.47,11.43
1707903007,62,65.71,F,F,,Compravenda,Habitatge individual en bloc d'habitatges,D2,311.25,15.95
1707901004,74,52.5,F,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,309.8,NaN
1707902017,120,55.08,E,E,2024-01-01,Sol·licitud d'ajuts,Habitatge unifamiliar,D2,244.16,9.98
1707905006,99,25.8,E,C,,Compravenda,Habitatge individual en bloc d'habitatges,D2,152.33,12.36
1707901006,50,36.75,E,E,,Compravenda,Habitatge unifamiliar,D2,175.12,9.13
1707905002,97,19.34,D,C,2017-10-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,92.26,467.97
1707903011,51.12,62.12,F,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,294.26,132.78
1707901006,58,82.2,G,G,2016-10-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,391.2,1106.19
1707902002,63,35.18,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,167.13,544.61
1707903014,84,59.88,G,E,2022-11-01,Certificació voluntària,Habitatge individual en bloc d'habitatges,D2,284.24,14.66
1707902015,75,42.6,E,E,2016-03-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,201.6,761.04
1707902013,57,50.4,D,F,,Lloguer,Terciari,D2,262,NaN
1707902015,104.64,34.91,E,E,2025-12-01,Sol·licitud d'ajuts,Habitatge individual en bloc d'habitatges,D2,165.13,8.43
1707902022,71,47.39,F,E,2019-03-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,237.94,14.24
1707903001,53,38.04,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,201.59,13.57
1707903009,76.23,69,F,E,2016-09-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,327.1,1245.97
1707902011,85,49.15,C,D,,Lloguer,Terciari,D2,249.34,15.28
1707902007,174,48.67,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,231.78,2100.39
1707902020,70,57.75,E,E,2024-02-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,274.26,14.17
1707903015,85.15,47.89,E,E,,Lloguer,Habitatge unifamiliar,D2,226.76,988.97
1707902004,90,58.01,G,E,2022-09-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,342.44,27.79
1707903001,92,57.43,F,G,,Compravenda,Terciari,D2,339.03,27.51
1707903013,15,87.27,C,C,,Compravenda,Terciari,D2,424.45,23.43
1707901004,170,57.4,E,E,,Lloguer,Bloc d'habitatges plurifamiliar,D2,274.7,1233.13
1707903009,59,48.27,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,229.21,11.84
1707901006,61,21.82,D,B,,Compravenda,Habitatge unifamiliar,D2,128.8,10.45
1707902010,81,53.25,E,E,,Certificació voluntària,Habitatge individual en bloc d'habitatges,D2,252.03,12.89
1707905002,40,39.69,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,188.17,390.52
1707902013,85,44.54,E,E,2022-06-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,211.89,11
1707903008,58,53.32,F,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,314.75,25.54
1707906003,72,47.09,F,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,223.57,11.54
1707903003,245,17.74,C,G,2018-12-01,Compravenda,Terciari,D2,104.73,2082.37
1707902001,114,26.74,D,C,2023-02-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,135.41,8.27
1707902011,33,59.89,F,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,316.18,21.12
1707902014,47.94,48.94,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,231.72,557.05
1707904002,69,43.75,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,206.98,724.06
1707902015,68,56.91,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,269.15,13.73
1707903007,62.94,34.51,E,E,2018-09-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,163.21,518.22
1707903021,90,53.64,E,E,2025-02-01,Certificació voluntària,Habitatge individual en bloc d'habitatges,D2,254.26,13.06
1707902021,68,54.6,F,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,312.66,24.2
1707902004,79.47,85.8,G,G,,Compravenda,Habitatge individual en bloc d'habitatges,D2,406.3,1567.12
1707901003,55,68.77,G,G,2020-01-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,325.33,16.62
1707903012,85,48.9,E,E,2025-10-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,231.12,11.77
1707903014,84.33,38.19,D,C,,Compravenda,Terciari,D2,180.33,NaN
1707901001,63,39.71,E,E,2023-06-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,188.25,0.19
1707902013,93.08,28.85,E,D,,Lloguer,Habitatge individual en bloc d'habitatges,D2,170.33,1286.62
1707903003,62,43.4,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,206,633.87
1707903018,70,27.44,D,D,,Compravenda,Habitatge individual en bloc d'habitatges,D2,130.81,6.83
1707903002,69,42.6,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,202.43,10.47
1707902012,112,62.55,F,E,2025-10-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,297.35,15.41
1707902005,235,38.67,E,E,2023-08-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,222.7,17.4
1707903010,3027,38.77,D,F,2022-08-01,Certificació voluntària,Terciari,D2,194.49,11.61
1707902019,92,53.44,F,D,2019-10-01,Compravenda,Terciari,D2,315.48,25.6
1707906002,106.51,11.52,B,B,2018-10-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,56.14,331.67
1707903018,130,19.59,D,C,,Compravenda,Habitatge individual en bloc d'habitatges,D2,93.13,4.82
1707902006,79,27.93,D,C,,Lloguer,Habitatge individual en bloc d'habitatges,D2,133.71,7.07
1707902006,61,59.29,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,280.86,14.4
1707904001,47,38.8,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,198.47,12.4
1707902006,71,28.73,E,D,2022-12-01,Certificació voluntària,Habitatge individual en bloc d'habitatges,D2,136.31,7.02
1707902011,103,54.74,E,E,2021-12-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,259.77,13.39
1707906002,74,48.29,F,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,228.75,11.73
1707902011,60,20.88,D,B,,Lloguer,Habitatge individual en bloc d'habitatges,D2,99.39,5.17
1707903003,50.5,14.91,C,B,,Lloguer,Habitatge individual en bloc d'habitatges,D2,70.43,178.89
1707902010,154,29,D,C,,Compravenda,Habitatge unifamiliar,D2,138.39,7.25
1707902022,59.8,38.31,E,E,2017-09-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,182.12,2943.39
1707903006,66,40.02,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,200.34,11.9
1707903011,52.31,45.39,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,215.12,561
1707904001,720,60.09,G,E,2023-12-01,Certificació voluntària,Bloc d'habitatges,D2,354.76,0.01
1707903011,80,82.28,F,G,2023-08-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,313.97,19.92
1707906003,104,69.38,E,E,,Compravenda,Habitatge unifamiliar,D2,328.51,16.82
1707903001,70,60.95,F,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,289.03,14.86
1707903012,78,65.38,F,F,2020-12-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,310.13,15.97
1707906002,71,38.52,F,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,227.42,1303.01
1707901004,55.5,56.9,F,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,331.6,NaN
1707904001,61,51.71,E,E,2020-03-01,Certificació voluntària,Habitatge individual en bloc d'habitatges,D2,244.92,12.55
1707903005,283,37.45,F,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,187.78,11.2
1707903016,200,0.83,G,,,Lloguer,Terciari,D2,4.89,NaN
1707903014,61,52.9,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,250.17,778.53
1707902004,75,13.07,D,,,Lloguer,Terciari,D2,77.19,0.01
1707903015,81,59.82,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,283.44,14.54
1707905003,78,70.61,G,F,,Compravenda,Habitatge individual en bloc d'habitatges,D2,334.64,17.18
1707902010,48,61.89,F,E,2019-03-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,292.94,14.98
1707906004,118.6,52.88,E,E,,Compravenda,Habitatge unifamiliar,D2,250.36,1519.98
1707903001,50.33,24.4,D,B,2016-04-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,134.5,491.74
1707904002,46,82.18,G,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,388.6,911.77
1707906004,89.04,44.4,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,210.1,NaN
1707906002,47,23.2,E,D,,Lloguer,Habitatge individual en bloc d'habitatges,D2,110.55,5.76
1707902019,88,44.42,E,E,2018-01-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,210.05,945.92
1707903014,87,62.74,F,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,297.27,15.25
1707906001,93,57.2,G,F,,Lloguer,Habitatge individual en bloc d'habitatges,D2,270.5,1285.79
1707902018,56,37.58,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,178.17,9.16
1707905002,48,57.9,E,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,274.42,14.09
1707904001,215,11.58,C,B,,Certificació voluntària,Habitatge individual en bloc d'habitatges,D2,60.7,5.06
1707901006,46.62,70.04,F,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,332.06,795.78
1707901003,67,74.8,G,F,2016-11-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,353.9,1213.59
1707902010,32.81,63.4,F,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,304.1,529.73
1707902013,71.91,45.21,E,D,2018-09-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,244.2,1226.76
1707903006,89.16,84.87,F,F,2017-06-01,Compravenda,Habitatge unifamiliar,D2,410.73,1931.67
1707905006,68,45.99,E,E,2019-04-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,218.22,NaN
1707902009,96,32.89,E,D,,Lloguer,Habitatge individual en bloc d'habitatges,D2,156.41,8.11
1707902020,81,47.65,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,246.97,15.88
1707906005,68.03,88.15,G,G,,Lloguer,Habitatge individual en bloc d'habitatges,D2,416.53,1442.03
1707903008,188,34.47,C,G,,Lloguer,Terciari,D2,190.55,13.89
1707903019,43,39.08,F,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,230.68,18.72
1707903005,138.37,62.9,E,C,,Compravenda,Terciari,D2,327.1,NaN
1707902006,48.65,42.91,E,E,2017-07-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,253.33,1000.19
1707902006,9222,24.62,B,G,2022-04-01,Certificació voluntària,Terciari,D2,144.63,11.65
1707901003,49,58.17,E,E,2021-08-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,298.75,9.26
1707902011,79.5,29.2,E,D,2016-11-01,Lloguer,Habitatge individual en bloc d'habitatges,D2,145.4,NaN
1707905006,88,47.4,F,E,,Lloguer,Habitatge individual en bloc d'habitatges,D2,224.29,11.46
1707903011,54,57.1,C,E,,Lloguer,Terciari,D2,281.89,240.79
1707902010,98,51.23,E,E,,Compravenda,Habitatge individual en bloc d'habitatges,D2,243.63,12.64
1707902010,201.3,46.23,D,G,,Lloguer,Terciari,D2,272.94,4458.67
1707902021,85,48.81,E,E,2024-07-01,Compravenda,Habitatge individual en bloc d'habitatges,D2,231.44,11.9
