lon,price,year_available,rooms,elevator,lat,floors,area,census_tract_INE,barri_oficial,metres_cadastre,emissions_de_co2,qual_energia,has_education_within_500m,has_food_within_500m,has_health_within_500m,has_mobility_within_500m,has_public_service_within_500m,renda_med,renda_mediana,gini,p80_p20,pct_65_plus,pct_under18,pct_single_household,sector_oficial,ingresos_otros_prest,ingresos_otros,ingresos_pensiones,ingresos_desempleo,ingresos_salario,p80_p20.1,gini.1,renda_med.1,renda_mediana.1,renta_bruta_hogar,renta_bruta_persona,renta_neta_hogar,renta_neta_persona,edad_media,poblacion,pct_single_household.1,pct_65_plus.1,pct_espanola,pct_under18.1,tamany_mitja_hogar,has_education_within_500m,education_count_within_500m,has_food_within_500m,food_count_within_500m,has_health_within_500m,health_count_within_500m,has_mobility_within_500m,mobility_count_within_500m,has_public_service_within_500m,public_service_count_within_500m
2.8097092983425265,1265,2020,4.0,True,41.97399068668192,4.0,109,1707903006,Eixample,72.0,60.68,F,1,1,1,1,1,22849.0,20650.0,32.2,3.0,21.0,19.0,28.4,Sant Narcís,4.0,9.2,25.7,3.0,58.1,3.0,32.2,22849.0,20650.0,48451.0,18480.0,39717.0,15149.0,42.8,1061.0,28.4,21.0,81.5,19.0,2.6,1,7,1,13,1,3,1,15,1,1
2.81909361129872,1145,2020,2.0,True,41.979304769367495,5.0,72,1707902003,Eixample,90.0,48.65,F,1,1,1,1,1,29369.0,24850.0,33.4,2.7,24.4,17.4,33.4,Eixample Nord,2.6,24.2,22.2,2.2,48.8,2.7,33.4,29369.0,24850.0,61837.0,25572.0,46971.0,19425.0,44.6,1274.0,33.4,24.4,88.8,17.4,2.4,1,7,1,23,1,25,1,46,1,5
2.8251069201306285,1935,2020,3.0,False,41.98484505691153,3.0,70,1707904001,Centre,31.0,77.16,D,1,1,1,1,1,22136.0,17850.0,37.0,3.4,10.4,14.0,44.1,Barri Vell,2.2,22.0,10.4,4.7,60.6,3.4,37.0,22136.0,17850.0,41873.0,19766.0,33175.0,15660.0,39.3,982.0,44.1,10.4,61.0,14.0,2.1,1,5,1,14,1,9,1,26,1,17
2.825015811756536,1095,2020,2.0,False,41.98435047850338,1.0,70,1707904001,Centre,31.0,77.16,D,1,1,1,1,1,22136.0,17850.0,37.0,3.4,10.4,14.0,44.1,Barri Vell,2.2,22.0,10.4,4.7,60.6,3.4,37.0,22136.0,17850.0,41873.0,19766.0,33175.0,15660.0,39.3,982.0,44.1,10.4,61.0,14.0,2.1,1,4,1,13,1,9,1,25,1,17
2.818200200992561,1435,2020,2.0,True,41.980664859954345,5.0,97,1707902002,Eixample,68.0,32.78,E,1,1,1,1,1,28459.0,23450.0,35.1,3.2,17.0,17.4,37.7,Eixample Nord,3.1,18.1,15.6,2.6,60.7,3.2,35.1,28459.0,23450.0,60214.0,25658.0,46357.0,19753.0,41.8,945.0,37.7,17.0,84.2,17.4,2.3,1,6,1,14,1,23,1,27,1,7
2.8194987370452,980,2020,2.0,True,41.97864938644582,5.0,79,1707902005,Eixample,39.0,31.67,E,1,1,1,1,1,28662.0,24850.0,30.0,2.7,23.0,17.2,39.6,Eixample Nord,3.0,18.3,19.7,2.5,56.6,2.7,30.0,28662.0,24850.0,59563.0,26194.0,45649.0,20075.0,43.4,915.0,39.6,23.0,84.9,17.2,2.3,1,8,1,26,1,19,1,43,1,4
2.825152226687968,880,2020,3.0,True,41.97555391785376,3.0,125,1707901003,Centre,61.0,75.87,G,1,1,1,1,1,24088.0,22050.0,31.8,2.6,17.7,17.3,31.8,Carme,2.8,13.3,17.5,3.1,63.3,2.6,31.8,24088.0,22050.0,49285.0,20724.0,38746.0,16292.0,41.5,1252.0,31.8,17.7,83.4,17.3,2.4,1,4,1,9,1,8,1,11,1,4
2.8058575697342274,825,2020,3.0,True,41.97541923492486,4.0,117,1707903011,Santa Eugènia de Ter,88.0,51.11,E,1,1,1,1,1,14888.0,12950.0,31.8,2.6,14.1,21.7,25.1,Santa Eugènia,4.7,5.7,20.7,6.3,62.7,2.6,31.8,14888.0,12950.0,34131.0,11387.0,29234.0,9754.0,38.1,3304.0,25.1,14.1,63.1,21.7,3.0,1,4,1,19,1,7,1,12,1,1
2.825081294685784,2430,2020,2.0,True,41.984504855097015,1.0,87,1707904001,Centre,31.0,77.16,D,1,1,1,1,1,22136.0,17850.0,37.0,3.4,10.4,14.0,44.1,Barri Vell,2.2,22.0,10.4,4.7,60.6,3.4,37.0,22136.0,17850.0,41873.0,19766.0,33175.0,15660.0,39.3,982.0,44.1,10.4,61.0,14.0,2.1,1,4,1,14,1,9,1,25,1,17
2.8318460982542937,2930,2020,4.0,True,41.99485170191902,1.0,277,1707905001,Montjuïc,125.0,59.03,E,0,1,1,1,0,35986.0,30450.0,31.9,2.5,22.6,17.6,16.4,Montjuïc,1.9,23.7,19.7,1.6,53.2,2.5,31.9,35986.0,30450.0,88498.0,31114.0,66597.0,23414.0,44.2,1441.0,16.4,22.6,94.7,17.6,2.9,0,0,1,2,1,1,1,4,0,0
2.824364421682476,1725,2020,2.0,True,41.98464095342037,1.0,113,1707901001,Centre,97.0,83.7,E,1,1,1,1,1,23390.0,17150.0,39.7,3.4,11.6,13.8,44.2,Barri Vell,2.9,23.5,11.8,4.5,57.4,3.4,39.7,23390.0,17150.0,44661.0,20066.0,35538.0,15967.0,39.5,1056.0,44.2,11.6,77.5,13.8,2.2,1,5,1,15,1,11,1,26,1,17
2.824218098746621,1085,2020,4.0,True,41.96944275928317,2.0,135,1707902018,Sud,79.0,47.93,E,1,1,1,1,1,26687.0,24850.0,26.4,2.3,15.2,21.6,27.0,Montilivi,2.0,10.9,14.6,3.1,69.4,2.3,26.4,26687.0,24850.0,58277.0,22618.0,45569.0,17686.0,40.4,1576.0,27.0,15.2,91.7,21.6,2.6,1,6,1,6,1,3,1,11,1,2
2.820096847869821,2280,2020,4.0,True,41.9785407644089,1.0,111,1707902005,Eixample,39.0,31.67,E,1,1,1,1,1,28662.0,24850.0,30.0,2.7,23.0,17.2,39.6,Eixample Nord,3.0,18.3,19.7,2.5,56.6,2.7,30.0,28662.0,24850.0,59563.0,26194.0,45649.0,20075.0,43.4,915.0,39.6,23.0,84.9,17.2,2.3,1,9,1,28,1,21,1,23,1,4
2.809053962168373,1620,2020,1.0,True,41.99349872134049,1.0,76,1707906004,Oest,138.0,52.88,E,1,0,1,1,1,21064.0,19950.0,28.1,2.5,16.2,19.0,20.9,Taialà,4.2,9.4,20.0,4.0,62.4,2.5,28.1,21064.0,19950.0,46713.0,16783.0,38138.0,13702.0,41.6,1605.0,20.9,16.2,91.6,19.0,2.8,1,3,0,0,1,1,1,7,1,1
2.819811424799459,1305,2020,3.0,True,41.98588971756352,3.0,91,1707903003,Eixample,101.0,43.2,E,1,1,1,1,1,25589.0,22050.0,33.4,3.2,14.7,16.8,37.3,Eixample Nord,3.1,18.2,14.6,3.0,61.1,3.2,33.4,25589.0,22050.0,52523.0,22107.0,41408.0,17428.0,40.3,2347.0,37.3,14.7,79.4,16.8,2.4,1,4,1,10,1,11,1,17,1,6
2.819694611977786,775,2020,2.0,True,41.98253562447677,2.0,73,1707902003,Eixample,90.0,48.65,F,1,1,1,1,1,29369.0,24850.0,33.4,2.7,24.4,17.4,33.4,Eixample Nord,2.6,24.2,22.2,2.2,48.8,2.7,33.4,29369.0,24850.0,61837.0,25572.0,46971.0,19425.0,44.6,1274.0,33.4,24.4,88.8,17.4,2.4,1,7,1,15,1,27,1,17,1,8
2.808782219942691,1275,2020,2.0,False,41.99403750800101,1.0,89,1707906002,Oest,61.0,31.29,E,1,0,1,1,1,19979.0,19250.0,25.4,2.2,15.5,22.0,22.9,Taialà,4.7,6.7,16.4,4.8,67.3,2.2,25.4,19979.0,19250.0,42658.0,15530.0,35760.0,13018.0,39.8,2609.0,22.9,15.5,87.0,22.0,2.7,1,3,0,0,1,1,1,7,1,1
2.8183279884453563,1470,2020,3.0,True,41.9803785584706,1.0,128,1707902002,Eixample,68.0,32.78,E,1,1,1,1,1,28459.0,23450.0,35.1,3.2,17.0,17.4,37.7,Eixample Nord,3.1,18.1,15.6,2.6,60.7,3.2,35.1,28459.0,23450.0,60214.0,25658.0,46357.0,19753.0,41.8,945.0,37.7,17.0,84.2,17.4,2.3,1,5,1,15,1,23,1,32,1,7
2.808949162657232,1440,2020,2.0,False,41.99462191808245,1.0,56,1707906002,Oest,61.0,31.29,E,1,0,1,1,1,19979.0,19250.0,25.4,2.2,15.5,22.0,22.9,Taialà,4.7,6.7,16.4,4.8,67.3,2.2,25.4,19979.0,19250.0,42658.0,15530.0,35760.0,13018.0,39.8,2609.0,22.9,15.5,87.0,22.0,2.7,1,2,0,0,1,1,1,8,1,1
2.8248964079803502,865,2020,2.0,True,41.98402329647485,2.0,109,1707904001,Centre,31.0,77.16,D,1,1,1,1,1,22136.0,17850.0,37.0,3.4,10.4,14.0,44.1,Barri Vell,2.2,22.0,10.4,4.7,60.6,3.4,37.0,22136.0,17850.0,41873.0,19766.0,33175.0,15660.0,39.3,982.0,44.1,10.4,61.0,14.0,2.1,1,4,1,13,1,9,1,25,1,15
2.818470328626603,1255,2020,2.0,False,41.97993739541586,2.0,62,1707902003,Eixample,90.0,48.65,F,1,1,1,1,1,29369.0,24850.0,33.4,2.7,24.4,17.4,33.4,Eixample Nord,2.6,24.2,22.2,2.2,48.8,2.7,33.4,29369.0,24850.0,61837.0,25572.0,46971.0,19425.0,44.6,1274.0,33.4,24.4,88.8,17.4,2.4,1,5,1,17,1,24,1,44,1,5
2.8121632057663963,1015,2020,3.0,True,41.97722508172679,2.0,114,1707903016,Eixample,63.0,43.2,E,1,1,1,1,1,18961.0,17150.0,31.4,2.7,20.5,16.7,26.8,Eixample Nord,3.6,7.1,27.8,4.5,57.0,2.7,31.4,18961.0,17150.0,41905.0,15300.0,34959.0,12764.0,42.8,1608.0,26.8,20.5,74.7,16.7,2.7,1,3,1,14,1,7,1,42,1,1
2.824020611915816,885,2020,2.0,False,41.98743076240803,1.0,90,1707904001,Centre,31.0,77.16,D,1,1,1,1,1,22136.0,17850.0,37.0,3.4,10.4,14.0,44.1,Barri Vell,2.2,22.0,10.4,4.7,60.6,3.4,37.0,22136.0,17850.0,41873.0,19766.0,33175.0,15660.0,39.3,982.0,44.1,10.4,61.0,14.0,2.1,1,1,1,12,1,6,1,24,1,9
2.818322265082024,1865,2020,2.0,False,41.98006726386424,2.0,56,1707902002,Eixample,68.0,32.78,E,1,1,1,1,1,28459.0,23450.0,35.1,3.2,17.0,17.4,37.7,Eixample Nord,3.1,18.1,15.6,2.6,60.7,3.2,35.1,28459.0,23450.0,60214.0,25658.0,46357.0,19753.0,41.8,945.0,37.7,17.0,84.2,17.4,2.3,1,5,1,16,1,23,1,42,1,5
2.820889088086876,1205,2020,2.0,False,41.97039637140308,5.0,65,1707902010,Eixample,77.0,63.39,F,1,1,1,1,1,23409.0,21350.0,27.2,2.3,14.3,18.7,31.2,Eixample Sud,2.6,7.8,16.2,3.4,70.0,2.3,27.2,23409.0,21350.0,48252.0,19866.0,38665.0,15919.0,40.5,2358.0,31.2,14.3,86.8,18.7,2.4,1,8,1,9,1,5,1,9,1,3
2.8239048478814985,675,2020,1.0,False,41.9772713874948,2.0,54,1707901003,Centre,61.0,75.87,G,1,1,1,1,1,24088.0,22050.0,31.8,2.6,17.7,17.3,31.8,Carme,2.8,13.3,17.5,3.1,63.3,2.6,31.8,24088.0,22050.0,49285.0,20724.0,38746.0,16292.0,41.5,1252.0,31.8,17.7,83.4,17.3,2.4,1,7,1,18,1,15,1,17,1,3
2.8253726345723265,1120,2020,1.0,False,41.98596589020519,1.0,50,1707904001,Centre,31.0,77.16,D,1,1,1,1,1,22136.0,17850.0,37.0,3.4,10.4,14.0,44.1,Barri Vell,2.2,22.0,10.4,4.7,60.6,3.4,37.0,22136.0,17850.0,41873.0,19766.0,33175.0,15660.0,39.3,982.0,44.1,10.4,61.0,14.0,2.1,1,3,1,14,1,8,1,25,1,16
2.824495969316535,2120,2020,3.0,False,41.984100135025805,2.0,98,1707901001,Centre,97.0,83.7,E,1,1,1,1,1,23390.0,17150.0,39.7,3.4,11.6,13.8,44.2,Barri Vell,2.9,23.5,11.8,4.5,57.4,3.4,39.7,23390.0,17150.0,44661.0,20066.0,35538.0,15967.0,39.5,1056.0,44.2,11.6,77.5,13.8,2.2,1,5,1,14,1,10,1,25,1,15
2.824733520793537,1750,2020,3.0,True,41.984457522064375,1.0,95,1707901001,Centre,97.0,83.7,E,1,1,1,1,1,23390.0,17150.0,39.7,3.4,11.6,13.8,44.2,Barri Vell,2.9,23.5,11.8,4.5,57.4,3.4,39.7,23390.0,17150.0,44661.0,20066.0,35538.0,15967.0,39.5,1056.0,44.2,11.6,77.5,13.8,2.2,1,5,1,15,1,9,1,24,1,17
2.816287045461056,825,2020,3.0,True,41.99174073295417,2.0,61,1707906001,Oest,54.0,45.76,F,0,1,1,1,0,22119.0,21350.0,24.9,2.1,15.8,18.6,21.1,Fontajau,3.7,6.2,20.5,3.6,66.1,2.1,24.9,22119.0,21350.0,48326.0,17836.0,39656.0,14636.0,42.0,1987.0,21.1,15.8,90.6,18.6,2.7,0,0,1,1,1,2,1,7,0,0
2.82491755585359,1315,2020,3.0,True,41.98385138456816,1.0,58,1707901001,Centre,97.0,83.7,E,1,1,1,1,1,23390.0,17150.0,39.7,3.4,11.6,13.8,44.2,Barri Vell,2.9,23.5,11.8,4.5,57.4,3.4,39.7,23390.0,17150.0,44661.0,20066.0,35538.0,15967.0,39.5,1056.0,44.2,11.6,77.5,13.8,2.2,1,4,1,13,1,9,1,26,1,15
2.808462689367236,1460,2020,2.0,False,41.99401011868,1.0,71,1707906002,Oest,61.0,31.29,E,1,0,1,1,1,19979.0,19250.0,25.4,2.2,15.5,22.0,22.9,Taialà,4.7,6.7,16.4,4.8,67.3,2.2,25.4,19979.0,19250.0,42658.0,15530.0,35760.0,13018.0,39.8,2609.0,22.9,15.5,87.0,22.0,2.7,1,3,0,0,1,1,1,7,1,1
2.824788566839384,1025,2020,3.0,True,41.984992415109694,3.0,86,1707904001,Centre,31.0,77.16,D,1,1,1,1,1,22136.0,17850.0,37.0,3.4,10.4,14.0,44.1,Barri Vell,2.2,22.0,10.4,4.7,60.6,3.4,37.0,22136.0,17850.0,41873.0,19766.0,33175.0,15660.0,39.3,982.0,44.1,10.4,61.0,14.0,2.1,1,5,1,14,1,9,1,26,1,17
2.824740533927504,1015,2020,3.0,True,41.98436609865058,1.0,94,1707901001,Centre,97.0,83.7,E,1,1,1,1,1,23390.0,17150.0,39.7,3.4,11.6,13.8,44.2,Barri Vell,2.9,23.5,11.8,4.5,57.4,3.4,39.7,23390.0,17150.0,44661.0,20066.0,35538.0,15967.0,39.5,1056.0,44.2,11.6,77.5,13.8,2.2,1,5,1,14,1,9,1,24,1,17
2.818387201690969,1390,2020,3.0,True,41.97984349113874,1.0,136,1707902003,Eixample,90.0,48.65,F,1,1,1,1,1,29369.0,24850.0,33.4,2.7,24.4,17.4,33.4,Eixample Nord,2.6,24.2,22.2,2.2,48.8,2.7,33.4,29369.0,24850.0,61837.0,25572.0,46971.0,19425.0,44.6,1274.0,33.4,24.4,88.8,17.4,2.4,1,6,1,18,1,24,1,47,1,5
2.820395787421083,1480,2020,2.0,True,41.97710610300445,6.0,87,1707902013,Eixample,71.0,39.51,E,1,1,1,1,1,25455.0,19950.0,37.0,3.4,24.7,17.4,36.1,Eixample Nord,2.3,21.3,26.1,3.0,47.3,3.4,37.0,25455.0,19950.0,52452.0,22362.0,41620.0,17744.0,43.9,1168.0,36.1,24.7,77.3,17.4,2.3,1,8,1,28,1,24,1,20,1,3
2.807986411476899,1100,2020,2.0,True,41.994014487588366,1.0,62,1707906004,Oest,138.0,52.88,E,1,0,1,1,1,21064.0,19950.0,28.1,2.5,16.2,19.0,20.9,Taialà,4.2,9.4,20.0,4.0,62.4,2.5,28.1,21064.0,19950.0,46713.0,16783.0,38138.0,13702.0,41.6,1605.0,20.9,16.2,91.6,19.0,2.8,1,3,0,0,1,2,1,10,1,1
2.820599056741506,2660,2020,2.0,True,41.978963678974615,1.0,79,1707902003,Eixample,90.0,48.65,F,1,1,1,1,1,29369.0,24850.0,33.4,2.7,24.4,17.4,33.4,Eixample Nord,2.6,24.2,22.2,2.2,48.8,2.7,33.4,29369.0,24850.0,61837.0,25572.0,46971.0,19425.0,44.6,1274.0,33.4,24.4,88.8,17.4,2.4,1,8,1,25,1,23,1,25,1,4
2.8207303338631355,625,2020,1.0,True,41.98303588306509,1.0,57,1707903001,Centre,69.0,18.66,D,1,1,1,1,1,26041.0,22050.0,36.9,3.5,18.6,15.8,41.3,Mercadal,2.5,23.5,19.3,3.2,51.5,3.5,36.9,26041.0,22050.0,51844.0,22824.0,40572.0,17861.0,41.7,1046.0,41.3,18.6,81.1,15.8,2.2,1,6,1,17,1,25,1,22,1,9
2.825359866876259,1500,2020,3.0,True,41.9823586038256,1.0,85,1707901001,Centre,97.0,83.7,E,1,1,1,1,1,23390.0,17150.0,39.7,3.4,11.6,13.8,44.2,Barri Vell,2.9,23.5,11.8,4.5,57.4,3.4,39.7,23390.0,17150.0,44661.0,20066.0,35538.0,15967.0,39.5,1056.0,44.2,11.6,77.5,13.8,2.2,1,4,1,10,1,9,1,26,1,10
2.81790083755479,850,2020,1.0,True,41.96988483037654,4.0,68,1707902021,Eixample,60.0,55.24,E,1,1,1,1,1,23964.0,22050.0,30.9,2.7,18.4,18.8,31.6,Eixample Sud,3.1,11.0,19.9,3.0,63.0,2.7,30.9,23964.0,22050.0,50989.0,20447.0,40275.0,16151.0,41.7,1608.0,31.6,18.4,81.8,18.8,2.5,1,6,1,7,1,5,1,10,1,3
2.8208409406456334,945,2020,2.0,True,41.9702040209837,4.0,82,1707902010,Eixample,77.0,63.39,F,1,1,1,1,1,23409.0,21350.0,27.2,2.3,14.3,18.7,31.2,Eixample Sud,2.6,7.8,16.2,3.4,70.0,2.3,27.2,23409.0,21350.0,48252.0,19866.0,38665.0,15919.0,40.5,2358.0,31.2,14.3,86.8,18.7,2.4,1,8,1,9,1,5,1,9,1,3
2.82513482790018,1335,2020,2.0,True,41.98436511504232,1.0,93,1707904001,Centre,31.0,77.16,D,1,1,1,1,1,22136.0,17850.0,37.0,3.4,10.4,14.0,44.1,Barri Vell,2.2,22.0,10.4,4.7,60.6,3.4,37.0,22136.0,17850.0,41873.0,19766.0,33175.0,15660.0,39.3,982.0,44.1,10.4,61.0,14.0,2.1,1,4,1,12,1,9,1,25,1,17
2.80993807996942,1075,2020,3.0,True,41.96996653133972,2.0,78,1707903012,Eixample,67.0,33.7,E,1,1,1,1,0,15344.0,13650.0,31.5,3.0,14.4,20.8,18.9,Eixample Sud,4.5,5.6,22.6,6.3,61.1,3.0,31.5,15344.0,13650.0,36403.0,11536.0,31295.0,9917.0,38.9,2791.0,18.9,14.4,66.6,20.8,3.1,1,6,1,7,1,1,1,9,0,0
2.8253912392317444,1350,2020,3.0,True,41.98627922622437,3.0,83,1707904001,Centre,31.0,77.16,D,1,1,1,1,1,22136.0,17850.0,37.0,3.4,10.4,14.0,44.1,Barri Vell,2.2,22.0,10.4,4.7,60.6,3.4,37.0,22136.0,17850.0,41873.0,19766.0,33175.0,15660.0,39.3,982.0,44.1,10.4,61.0,14.0,2.1,1,3,1,14,1,7,1,24,1,14
2.81576367961193,1390,2020,2.0,True,41.96819139605772,1.0,63,1707902011,Eixample,54.0,43.33,E,1,1,1,1,1,20753.0,19250.0,30.4,2.7,10.9,20.7,30.4,Eixample Sud,3.0,6.7,13.3,4.5,72.6,2.7,30.4,20753.0,19250.0,43091.0,17174.0,35032.0,13962.0,37.5,2552.0,30.4,10.9,77.4,20.7,2.5,1,3,1,5,1,2,1,10,1,1
2.8251291271673886,1110,2020,3.0,True,41.98423730641171,1.0,100,1707904001,Centre,31.0,77.16,D,1,1,1,1,1,22136.0,17850.0,37.0,3.4,10.4,14.0,44.1,Barri Vell,2.2,22.0,10.4,4.7,60.6,3.4,37.0,22136.0,17850.0,41873.0,19766.0,33175.0,15660.0,39.3,982.0,44.1,10.4,61.0,14.0,2.1,1,4,1,12,1,9,1,25,1,15
2.813203943801021,770,2020,2.0,True,41.98126213324737,2.0,86,1707903020,Eixample,83.0,28.05,D,1,1,1,1,1,26740.0,23450.0,30.6,2.7,18.5,16.0,28.6,Eixample Nord,3.0,10.7,20.7,3.0,62.7,2.7,30.6,26740.0,23450.0,58668.0,22607.0,46243.0,17819.0,42.3,1387.0,28.6,18.5,83.8,16.0,2.6,1,6,1,11,1,7,1,17,1,1
2.821095660333412,840,2020,3.0,True,41.976622765637416,4.0,55,1707902006,Eixample,102.0,73.11,G,1,1,1,1,1,25520.0,22750.0,34.0,3.1,22.9,17.0,36.7,Eixample Nord,2.3,19.2,24.3,2.6,51.7,3.1,34.0,25520.0,22750.0,53280.0,22029.0,42168.0,17435.0,43.9,2026.0,36.7,22.9,81.6,17.0,2.4,1,8,1,25,1,23,1,22,1,3
2.825514458799393,1950,2020,4.0,True,41.97544498994338,5.0,117,1707901004,Centre,104.0,45.4,E,1,1,1,1,1,18277.0,15750.0,32.5,3.0,15.7,17.6,37.2,Carme,3.9,11.5,17.5,4.7,62.3,3.0,32.5,18277.0,15750.0,36584.0,15213.0,30423.0,12651.0,40.5,1333.0,37.2,15.7,70.1,17.6,2.4,1,4,1,9,1,9,1,12,1,4
2.8170858051367302,1385,2020,3.0,True,41.985327357078205,4.0,105,1707903004,Eixample,65.0,59.9,E,1,1,1,1,1,29640.0,26950.0,27.5,2.4,17.1,17.7,27.6,Eixample Nord,2.3,18.0,15.8,2.1,61.8,2.4,27.5,29640.0,26950.0,64740.0,25540.0,50243.0,19821.0,42.1,1144.0,27.6,17.1,91.2,17.7,2.5,1,6,1,7,1,9,1,13,1,3
2.8208611683317835,740,2020,3.0,True,41.9764133105699,4.0,65,1707902006,Eixample,102.0,73.11,G,1,1,1,1,1,25520.0,22750.0,34.0,3.1,22.9,17.0,36.7,Eixample Nord,2.3,19.2,24.3,2.6,51.7,3.1,34.0,25520.0,22750.0,53280.0,22029.0,42168.0,17435.0,43.9,2026.0,36.7,22.9,81.6,17.0,2.4,1,8,1,24,1,22,1,21,1,2
2.825027160760995,1980,2020,4.0,False,41.98472983578447,1.0,125,1707904001,Centre,31.0,77.16,D,1,1,1,1,1,22136.0,17850.0,37.0,3.4,10.4,14.0,44.1,Barri Vell,2.2,22.0,10.4,4.7,60.6,3.4,37.0,22136.0,17850.0,41873.0,19766.0,33175.0,15660.0,39.3,982.0,44.1,10.4,61.0,14.0,2.1,1,5,1,14,1,9,1,25,1,17
2.815484908705234,885,2020,3.0,True,41.99175781779203,2.0,78,1707906001,Oest,54.0,45.76,F,0,1,1,1,0,22119.0,21350.0,24.9,2.1,15.8,18.6,21.1,Fontajau,3.7,6.2,20.5,3.6,66.1,2.1,24.9,22119.0,21350.0,48326.0,17836.0,39656.0,14636.0,42.0,1987.0,21.1,15.8,90.6,18.6,2.7,0,0,1,1,1,2,1,5,0,0
2.824851471886584,1995,2020,3.0,False,41.9844797982713,1.0,118,1707904001,Centre,31.0,77.16,D,1,1,1,1,1,22136.0,17850.0,37.0,3.4,10.4,14.0,44.1,Barri Vell,2.2,22.0,10.4,4.7,60.6,3.4,37.0,22136.0,17850.0,41873.0,19766.0,33175.0,15660.0,39.3,982.0,44.1,10.4,61.0,14.0,2.1,1,5,1,14,1,9,1,25,1,17
2.8250445819496464,2510,2020,3.0,True,41.9752114226752,5.0,135,1707901003,Centre,61.0,75.87,G,1,1,1,1,1,24088.0,22050.0,31.8,2.6,17.7,17.3,31.8,Carme,2.8,13.3,17.5,3.1,63.3,2.6,31.8,24088.0,22050.0,49285.0,20724.0,38746.0,16292.0,41.5,1252.0,31.8,17.7,83.4,17.3,2.4,1,4,1,11,1,10,1,12,1,4
2.8247444690364416,945,2020,2.0,True,41.97505255450984,5.0,78,1707901003,Centre,61.0,75.87,G,1,1,1,1,1,24088.0,22050.0,31.8,2.6,17.7,17.3,31.8,Carme,2.8,13.3,17.5,3.1,63.3,2.6,31.8,24088.0,22050.0,49285.0,20724.0,38746.0,16292.0,41.5,1252.0,31.8,17.7,83.4,17.3,2.4,1,4,1,12,1,10,1,16,1,4
2.825095407940064,1260,2020,3.0,True,41.98422345244033,3.0,67,1707904001,Centre,31.0,77.16,D,1,1,1,1,1,22136.0,17850.0,37.0,3.4,10.4,14.0,44.1,Barri Vell,2.2,22.0,10.4,4.7,60.6,3.4,37.0,22136.0,17850.0,41873.0,19766.0,33175.0,15660.0,39.3,982.0,44.1,10.4,61.0,14.0,2.1,1,4,1,12,1,9,1,25,1,15
2.820939698957723,1395,2020,3.0,True,41.976718769118,1.0,95,1707902006,Eixample,102.0,73.11,G,1,1,1,1,1,25520.0,22750.0,34.0,3.1,22.9,17.0,36.7,Eixample Nord,2.3,19.2,24.3,2.6,51.7,3.1,34.0,25520.0,22750.0,53280.0,22029.0,42168.0,17435.0,43.9,2026.0,36.7,22.9,81.6,17.0,2.4,1,8,1,25,1,23,1,23,1,3
2.8200522943439204,1170,2020,3.0,True,41.98567787107145,3.0,77,1707903003,Eixample,101.0,43.2,E,1,1,1,1,1,25589.0,22050.0,33.4,3.2,14.7,16.8,37.3,Eixample Nord,3.1,18.2,14.6,3.0,61.1,3.2,33.4,25589.0,22050.0,52523.0,22107.0,41408.0,17428.0,40.3,2347.0,37.3,14.7,79.4,16.8,2.4,1,4,1,10,1,12,1,17,1,6
2.812782327846873,1920,2020,4.0,True,41.96599562969502,1.0,206,1707902022,Eixample,39.0,20.42,D,1,1,1,1,1,19748.0,18550.0,29.6,2.5,6.1,26.5,26.8,Eixample Sud,4.1,6.9,7.0,4.3,77.7,2.5,29.6,19748.0,18550.0,41372.0,15831.0,33684.0,12889.0,33.3,1687.0,26.8,6.1,77.1,26.5,2.6,1,4,1,2,1,2,1,16,1,1
2.82548028400381,1705,2020,4.0,True,41.98377657481031,1.0,124,1707901001,Centre,97.0,83.7,E,1,1,1,1,1,23390.0,17150.0,39.7,3.4,11.6,13.8,44.2,Barri Vell,2.9,23.5,11.8,4.5,57.4,3.4,39.7,23390.0,17150.0,44661.0,20066.0,35538.0,15967.0,39.5,1056.0,44.2,11.6,77.5,13.8,2.2,1,4,1,11,1,9,1,22,1,12
2.81214235133136,1260,2020,3.0,True,41.965536116646746,5.0,137,1707902022,Eixample,39.0,20.42,D,1,1,1,1,1,19748.0,18550.0,29.6,2.5,6.1,26.5,26.8,Eixample Sud,4.1,6.9,7.0,4.3,77.7,2.5,29.6,19748.0,18550.0,41372.0,15831.0,33684.0,12889.0,33.3,1687.0,26.8,6.1,77.1,26.5,2.6,1,3,1,4,1,1,1,18,1,1
2.8252122071657344,1990,2020,2.0,True,41.976048812669866,1.0,42,1707901003,Centre,61.0,75.87,G,1,1,1,1,1,24088.0,22050.0,31.8,2.6,17.7,17.3,31.8,Carme,2.8,13.3,17.5,3.1,63.3,2.6,31.8,24088.0,22050.0,49285.0,20724.0,38746.0,16292.0,41.5,1252.0,31.8,17.7,83.4,17.3,2.4,1,6,1,9,1,8,1,12,1,5
2.8185696936650806,3435,2020,3.0,True,41.98010023507754,3.0,111,1707902003,Eixample,90.0,48.65,F,1,1,1,1,1,29369.0,24850.0,33.4,2.7,24.4,17.4,33.4,Eixample Nord,2.6,24.2,22.2,2.2,48.8,2.7,33.4,29369.0,24850.0,61837.0,25572.0,46971.0,19425.0,44.6,1274.0,33.4,24.4,88.8,17.4,2.4,1,5,1,16,1,23,1,38,1,5
