lon,price,year_available,rooms,elevator,lat,floors,area,census_tract_INE,barri_oficial,metres_cadastre,emissions_de_co2,qual_energia,has_education_within_500m,has_food_within_500m,has_health_within_500m,has_mobility_within_500m,has_public_service_within_500m,renda_med,renda_mediana,gini,p80_p20,pct_65_plus,pct_under18,pct_single_household,sector_oficial,ingresos_otros_prest,ingresos_otros,ingresos_pensiones,ingresos_desempleo,ingresos_salario,p80_p20.1,gini.1,renda_med.1,renda_mediana.1,renta_bruta_hogar,renta_bruta_persona,renta_neta_hogar,renta_neta_persona,edad_media,poblacion,pct_single_household.1,pct_65_plus.1,pct_espanola,pct_under18.1,tamany_mitja_hogar,has_education_within_500m,education_count_within_500m,has_food_within_500m,food_count_within_500m,has_health_within_500m,health_count_within_500m,has_mobility_within_500m,mobility_count_within_500m,has_public_service_within_500m,public_service_count_within_500m
2.8181378422947527,1710,2017,2.0,True,41.979629100367376,2.0,80,1707902002,Eixample,77.96,54.59,E,1,1,1,1,1,25910.0,22050.0,33.9,2.9,17.2,19.1,37.2,Eixample Nord,2.4,19.5,15.8,1.0,61.4,2.9,33.9,25910.0,22050.0,52539.0,22590.0,41010.0,17633.0,40.6,948.0,37.2,17.2,86.2,19.1,2.3,1,6,1,19,1,24,1,48,1,5
2.814507618634975,1455,2017,4.0,True,41.97606315066404,4.0,137,1707903007,Eixample,53.79,47.61,E,1,1,1,1,1,14436.0,12250.0,33.6,3.1,17.5,17.5,29.9,Eixample Sud,4.2,6.3,25.0,2.6,61.9,3.1,33.6,14436.0,12250.0,30379.0,11584.0,25993.0,9911.0,41.0,2315.0,29.9,17.5,63.9,17.5,2.6,1,3,1,12,1,9,1,40,1,1
2.82515036283002,660,2017,1.0,False,41.985638475627326,3.0,91,1707904001,Centre,193.08,69.82,G,1,1,1,1,1,21463.0,17150.0,37.6,3.1,11.2,14.7,47.1,Barri Vell,1.7,24.2,12.8,1.9,59.4,3.1,37.6,21463.0,17150.0,40355.0,19056.0,32136.0,15175.0,39.2,971.0,47.1,11.2,61.9,14.7,2.0,1,4,1,14,1,8,1,23,1,16
2.824695120532957,1145,2017,1.0,False,41.98442575370186,4.0,65,1707901001,Centre,57.6,62.0,G,1,1,1,1,1,21255.0,17150.0,39.3,3.6,12.4,16.8,45.1,Barri Vell,2.2,21.0,11.9,1.5,63.4,3.6,39.3,21255.0,17150.0,40082.0,18396.0,31846.0,14616.0,39.3,1029.0,45.1,12.4,85.3,16.8,2.1,1,5,1,15,1,9,1,24,1,17
2.823959162298475,1380,2017,4.0,True,41.969762486828415,2.0,140,1707902010,Eixample,80.3,43.44,E,1,1,1,1,1,21539.0,19950.0,29.1,2.5,12.5,21.6,33.0,Eixample Sud,1.8,10.4,14.0,1.2,72.6,2.5,29.1,21539.0,19950.0,43715.0,17894.0,35213.0,14414.0,38.9,2375.0,33.0,12.5,86.2,21.6,2.4,1,7,1,6,1,3,1,10,1,2
2.819616498730132,970,2017,3.0,False,41.98532186038469,1.0,114,1707903003,Eixample,79.07,51.99,E,1,1,1,1,1,23776.0,19950.0,35.0,3.0,15.2,18.0,37.1,Eixample Nord,2.4,21.6,14.6,1.1,60.3,3.0,35.0,23776.0,19950.0,47609.0,20533.0,37503.0,16174.0,40.3,2134.0,37.1,15.2,82.0,18.0,2.3,1,4,1,11,1,18,1,20,1,6
2.825065140872116,1245,2017,3.0,False,41.98459601312954,0.0,74,1707904001,Centre,193.08,69.82,G,1,1,1,1,1,21463.0,17150.0,37.6,3.1,11.2,14.7,47.1,Barri Vell,1.7,24.2,12.8,1.9,59.4,3.1,37.6,21463.0,17150.0,40355.0,19056.0,32136.0,15175.0,39.2,971.0,47.1,11.2,61.9,14.7,2.0,1,5,1,14,1,9,1,25,1,17
2.8240100626818627,855,2017,2.0,False,41.98792419281296,1.0,71,1707904001,Centre,193.08,69.82,G,0,1,1,1,1,21463.0,17150.0,37.6,3.1,11.2,14.7,47.1,Barri Vell,1.7,24.2,12.8,1.9,59.4,3.1,37.6,21463.0,17150.0,40355.0,19056.0,32136.0,15175.0,39.2,971.0,47.1,11.2,61.9,14.7,2.0,0,0,1,7,1,6,1,24,1,8
2.808748920784556,1040,2017,2.0,False,41.994657297281634,1.0,83,1707906002,Oest,33.0,33.92,C,1,0,1,1,1,18143.0,17150.0,27.3,2.4,14.5,24.7,19.7,Taialà,4.5,9.0,17.0,1.7,67.7,2.4,27.3,18143.0,17150.0,39170.0,13721.0,33082.0,11589.0,38.3,2528.0,19.7,14.5,88.0,24.7,2.8,1,2,0,0,1,1,1,8,1,1
2.8222943561906084,1195,2017,2.0,True,41.97593650945132,1.0,87,1707902006,Eixample,85.2,50.59,E,1,1,1,1,1,23966.0,21350.0,34.2,3.1,23.3,18.8,32.9,Eixample Nord,2.2,22.0,24.1,1.1,50.7,3.1,34.2,23966.0,21350.0,49579.0,20239.0,39273.0,16032.0,43.2,2054.0,32.9,23.3,84.5,18.8,2.4,1,8,1,22,1,15,1,19,1,4
2.829926140316323,2060,2017,4.0,False,41.97340542221029,3.0,180,1707902014,Sud,52.41,70.58,G,1,1,1,1,1,16862.0,15050.0,33.4,2.8,17.3,19.5,28.2,Montilivi,4.6,13.4,21.0,1.9,59.1,2.8,33.4,16862.0,15050.0,34778.0,13365.0,29435.0,11312.0,40.4,996.0,28.2,17.3,81.6,19.5,2.6,1,1,1,1,1,3,1,9,1,1
2.8217380506757164,875,2017,1.0,True,41.97609326225557,1.0,89,1707902006,Eixample,85.2,50.59,E,1,1,1,1,1,23966.0,21350.0,34.2,3.1,23.3,18.8,32.9,Eixample Nord,2.2,22.0,24.1,1.1,50.7,3.1,34.2,23966.0,21350.0,49579.0,20239.0,39273.0,16032.0,43.2,2054.0,32.9,23.3,84.5,18.8,2.4,1,8,1,24,1,15,1,19,1,4
2.821893513302728,1190,2017,3.0,True,41.97583282325782,1.0,79,1707902006,Eixample,85.2,50.59,E,1,1,1,1,1,23966.0,21350.0,34.2,3.1,23.3,18.8,32.9,Eixample Nord,2.2,22.0,24.1,1.1,50.7,3.1,34.2,23966.0,21350.0,49579.0,20239.0,39273.0,16032.0,43.2,2054.0,32.9,23.3,84.5,18.8,2.4,1,8,1,24,1,15,1,21,1,4
2.824896310795434,1590,2017,3.0,True,41.98441713250877,2.0,114,1707904001,Centre,193.08,69.82,G,1,1,1,1,1,21463.0,17150.0,37.6,3.1,11.2,14.7,47.1,Barri Vell,1.7,24.2,12.8,1.9,59.4,3.1,37.6,21463.0,17150.0,40355.0,19056.0,32136.0,15175.0,39.2,971.0,47.1,11.2,61.9,14.7,2.0,1,5,1,14,1,9,1,25,1,17
2.824199765239747,705,2017,2.0,True,41.98334301315848,2.0,50,1707901001,Centre,57.6,62.0,G,1,1,1,1,1,21255.0,17150.0,39.3,3.6,12.4,16.8,45.1,Barri Vell,2.2,21.0,11.9,1.5,63.4,3.6,39.3,21255.0,17150.0,40082.0,18396.0,31846.0,14616.0,39.3,1029.0,45.1,12.4,85.3,16.8,2.1,1,6,1,12,1,10,1,28,1,13
2.8135234443363464,1170,2017,4.0,True,41.97890279709249,5.0,124,1707903015,Eixample,85.02,24.98,D,1,1,1,1,1,16349.0,14350.0,33.0,2.9,20.8,15.9,30.3,Eixample Nord,3.3,9.4,27.3,1.5,58.4,2.9,33.0,16349.0,14350.0,34436.0,13298.0,29133.0,11250.0,42.2,1919.0,30.3,20.8,67.8,15.9,2.6,1,5,1,14,1,7,1,48,1,1
2.825398500961508,940,2017,3.0,True,41.983499074321735,0.0,96,1707901001,Centre,57.6,62.0,G,1,1,1,1,1,21255.0,17150.0,39.3,3.6,12.4,16.8,45.1,Barri Vell,2.2,21.0,11.9,1.5,63.4,3.6,39.3,21255.0,17150.0,40082.0,18396.0,31846.0,14616.0,39.3,1029.0,45.1,12.4,85.3,16.8,2.1,1,4,1,10,1,9,1,25,1,10
2.8221552704762427,770,2017,2.0,True,41.97622016794571,1.0,95,1707902006,Eixample,85.2,50.59,E,1,1,1,1,1,23966.0,21350.0,34.2,3.1,23.3,18.8,32.9,Eixample Nord,2.2,22.0,24.1,1.1,50.7,3.1,34.2,23966.0,21350.0,49579.0,20239.0,39273.0,16032.0,43.2,2054.0,32.9,23.3,84.5,18.8,2.4,1,8,1,22,1,15,1,19,1,4
2.8248624945696466,1710,2017,3.0,True,41.98396514735173,3.0,101,1707904001,Centre,193.08,69.82,G,1,1,1,1,1,21463.0,17150.0,37.6,3.1,11.2,14.7,47.1,Barri Vell,1.7,24.2,12.8,1.9,59.4,3.1,37.6,21463.0,17150.0,40355.0,19056.0,32136.0,15175.0,39.2,971.0,47.1,11.2,61.9,14.7,2.0,1,4,1,13,1,9,1,26,1,15
2.827334235000196,1625,2017,4.0,True,41.97393191714328,1.0,270,1707902009,Sud,80.0,14.85,C,1,1,1,1,1,21476.0,19250.0,28.6,2.4,15.5,14.5,28.8,Montilivi,3.4,11.3,18.2,1.4,65.8,2.4,28.6,21476.0,19250.0,45797.0,17825.0,37352.0,14538.0,41.7,1347.0,28.8,15.5,88.8,14.5,2.6,1,2,1,4,1,6,1,13,1,4
2.814917329940004,1135,2017,4.0,True,41.9753958958947,4.0,120,1707903007,Eixample,53.79,47.61,E,1,1,1,1,1,14436.0,12250.0,33.6,3.1,17.5,17.5,29.9,Eixample Sud,4.2,6.3,25.0,2.6,61.9,3.1,33.6,14436.0,12250.0,30379.0,11584.0,25993.0,9911.0,41.0,2315.0,29.9,17.5,63.9,17.5,2.6,1,3,1,10,1,8,1,40,1,1
2.8208557693215432,1295,2017,4.0,False,41.978646257934265,1.0,100,1707902004,Eixample,66.0,45.34,E,1,1,1,1,1,26404.0,22050.0,34.1,2.9,23.5,16.1,30.8,Eixample Nord,1.9,25.5,19.4,0.7,52.6,2.9,34.1,26404.0,22050.0,56291.0,22557.0,43654.0,17493.0,44.5,1674.0,30.8,23.5,86.7,16.1,2.4,1,8,1,28,1,22,1,23,1,4
2.81253295155286,2775,2017,4.0,False,41.96530417929809,1.0,215,1707902022,Eixample,64.0,21.46,D,1,1,1,1,1,18534.0,17150.0,31.1,2.7,5.2,26.2,29.1,Eixample Sud,2.2,8.0,6.4,2.1,81.3,2.7,31.1,18534.0,17150.0,38131.0,14673.0,31296.0,12043.0,32.3,1594.0,29.1,5.2,79.9,26.2,2.6,1,3,1,4,1,1,1,17,1,1
2.818361649683978,2000,2017,3.0,True,41.97985336331893,3.0,144,1707902003,Eixample,48.35,42.01,E,1,1,1,1,1,26830.0,22750.0,34.4,2.9,25.0,17.6,31.1,Eixample Nord,2.1,26.9,21.6,0.6,48.9,2.9,34.4,26830.0,22750.0,57991.0,23224.0,44742.0,17918.0,44.3,1282.0,31.1,25.0,88.7,17.6,2.5,1,6,1,17,1,24,1,47,1,5
2.818654978917947,1065,2017,2.0,False,41.9802469882536,2.0,56,1707902003,Eixample,48.35,42.01,E,1,1,1,1,1,26830.0,22750.0,34.4,2.9,25.0,17.6,31.1,Eixample Nord,2.1,26.9,21.6,0.6,48.9,2.9,34.4,26830.0,22750.0,57991.0,23224.0,44742.0,17918.0,44.3,1282.0,31.1,25.0,88.7,17.6,2.5,1,5,1,17,1,23,1,32,1,6
2.8189870139008324,840,2017,3.0,False,41.98434667810105,1.0,112,1707903003,Eixample,79.07,51.99,E,1,1,1,1,1,23776.0,19950.0,35.0,3.0,15.2,18.0,37.1,Eixample Nord,2.4,21.6,14.6,1.1,60.3,3.0,35.0,23776.0,19950.0,47609.0,20533.0,37503.0,16174.0,40.3,2134.0,37.1,15.2,82.0,18.0,2.3,1,5,1,12,1,18,1,22,1,5
2.8251080907103,1060,2017,2.0,True,41.98452852086259,1.0,71,1707904001,Centre,193.08,69.82,G,1,1,1,1,1,21463.0,17150.0,37.6,3.1,11.2,14.7,47.1,Barri Vell,1.7,24.2,12.8,1.9,59.4,3.1,37.6,21463.0,17150.0,40355.0,19056.0,32136.0,15175.0,39.2,971.0,47.1,11.2,61.9,14.7,2.0,1,4,1,14,1,9,1,25,1,17
2.824647715093436,440,2018,2.0,False,41.98397862431567,1.0,70,1707901001,Centre,85.0,46.76,E,1,1,1,1,1,22320.0,17850.0,39.5,3.9,12.0,16.0,43.5,Barri Vell,2.4,22.5,10.3,1.4,63.5,3.9,39.5,22320.0,17850.0,42995.0,19265.0,34048.0,15256.0,39.2,1062.0,43.5,12.0,82.4,16.0,2.2,1,5,1,13,1,10,1,27,1,15
2.812508451514557,1625,2018,4.0,True,41.96510279492585,1.0,132,1707902022,Eixample,57.39,36.31,E,1,1,1,1,1,18828.0,17150.0,29.9,2.6,5.6,27.0,26.9,Eixample Sud,3.4,8.0,5.8,1.9,80.8,2.6,29.9,18828.0,17150.0,39152.0,14959.0,32001.0,12227.0,32.2,1647.0,26.9,5.6,79.4,27.0,2.6,1,3,1,5,1,1,1,16,1,1
2.8207541584825817,2310,2018,2.0,True,41.97841159363138,2.0,105,1707902004,Eixample,74.0,33.42,E,1,1,1,1,1,26755.0,22750.0,34.4,3.2,23.4,16.0,32.4,Eixample Nord,2.2,25.3,19.1,0.6,52.7,3.2,34.4,26755.0,22750.0,57114.0,23165.0,40863.0,16574.0,44.4,1683.0,32.4,23.4,85.6,16.0,2.4,1,9,1,28,1,23,1,21,1,4
2.815747014664367,1715,2018,2.0,True,41.96853524150464,1.0,70,1707902011,Eixample,60.0,53.72,F,1,1,1,1,1,19713.0,17850.0,30.8,2.7,10.6,21.0,31.9,Eixample Sud,2.9,7.0,12.6,1.7,75.8,2.7,30.8,19713.0,17850.0,40689.0,16194.0,33176.0,13204.0,37.0,2430.0,31.9,10.6,78.8,21.0,2.5,1,3,1,6,1,2,1,11,1,1
2.8254451328096373,1225,2018,2.0,True,41.99171233468351,0.0,47,1707905002,Nord,55.79,55.22,F,1,1,1,1,1,16341.0,15050.0,31.2,2.6,18.7,16.8,38.1,Pedret,4.7,10.5,21.7,1.6,61.5,2.6,31.2,16341.0,15050.0,31887.0,13227.0,27082.0,11234.0,42.2,919.0,38.1,18.7,72.9,16.8,2.4,1,2,1,1,1,2,1,15,1,1
2.8143652225614764,1440,2018,4.0,False,41.97599443878955,4.0,132,1707903007,Eixample,53.06,82.86,G,1,1,1,1,1,14637.0,12250.0,33.4,2.8,17.0,17.7,30.3,Eixample Sud,4.2,5.9,23.4,2.0,64.5,2.8,33.4,14637.0,12250.0,31330.0,11722.0,26605.0,9955.0,40.5,2384.0,30.3,17.0,61.7,17.7,2.7,1,3,1,12,1,8,1,41,1,1
2.8204195472997045,1400,2018,3.0,True,41.9770176345444,1.0,91,1707902013,Eixample,67.0,27.96,D,1,1,1,1,1,22939.0,19950.0,37.0,3.9,23.9,19.4,34.1,Eixample Nord,2.5,16.0,28.6,1.0,51.9,3.9,37.0,22939.0,19950.0,48611.0,19501.0,38626.0,15495.0,43.2,1223.0,34.1,23.9,77.6,19.4,2.5,1,9,1,28,1,24,1,19,1,2
2.824967101631242,595,2018,1.0,False,41.98434473150255,4.0,61,1707904001,Centre,52.0,35.55,E,1,1,1,1,1,22000.0,17850.0,38.9,3.2,10.7,13.2,44.7,Barri Vell,1.8,24.9,10.7,1.6,61.0,3.2,38.9,22000.0,17850.0,40698.0,19494.0,32420.0,15529.0,39.6,961.0,44.7,10.7,51.8,13.2,2.0,1,5,1,13,1,9,1,25,1,17
2.820486062570235,2340,2018,2.0,True,41.9785456515055,1.0,91,1707902004,Eixample,74.0,33.42,E,1,1,1,1,1,26755.0,22750.0,34.4,3.2,23.4,16.0,32.4,Eixample Nord,2.2,25.3,19.1,0.6,52.7,3.2,34.4,26755.0,22750.0,57114.0,23165.0,40863.0,16574.0,44.4,1683.0,32.4,23.4,85.6,16.0,2.4,1,9,1,28,1,20,1,22,1,4
2.8183731483330035,1930,2018,2.0,True,41.97969166288059,2.0,104,1707902003,Eixample,85.0,22.1,D,1,1,1,1,1,28662.0,24150.0,34.0,3.0,25.1,17.7,33.4,Eixample Nord,2.4,27.8,20.1,0.6,49.2,3.0,34.0,28662.0,24150.0,60142.0,24714.0,46494.0,19106.0,44.3,1277.0,33.4,25.1,90.0,17.7,2.4,1,6,1,20,1,24,1,46,1,5
2.8172570569881428,705,2018,1.0,True,41.970235779445126,3.0,69,1707902021,Eixample,91.23,63.04,F,1,1,1,1,1,22595.0,20650.0,32.0,3.1,16.4,20.6,30.0,Eixample Sud,2.9,12.8,18.0,0.9,65.4,3.1,32.0,22595.0,20650.0,48793.0,19043.0,38625.0,15074.0,40.7,1620.0,30.0,16.4,81.8,20.6,2.5,1,6,1,7,1,4,1,10,1,3
2.818640206960695,3550,2018,3.0,True,41.97953699336967,3.0,150,1707902003,Eixample,85.0,22.1,D,1,1,1,1,1,28662.0,24150.0,34.0,3.0,25.1,17.7,33.4,Eixample Nord,2.4,27.8,20.1,0.6,49.2,3.0,34.0,28662.0,24150.0,60142.0,24714.0,46494.0,19106.0,44.3,1277.0,33.4,25.1,90.0,17.7,2.4,1,7,1,22,1,24,1,48,1,5
2.8090599261758338,1425,2018,2.0,True,41.9944595592067,1.0,73,1707906002,Oest,69.0,16.36,C,1,0,1,1,1,18691.0,17850.0,25.6,2.2,14.6,24.0,19.4,Taialà,4.9,7.5,16.3,1.8,69.5,2.2,25.6,18691.0,17850.0,40320.0,14286.0,33975.0,12038.0,38.7,2626.0,19.4,14.6,87.4,24.0,2.8,1,2,0,0,1,1,1,8,1,1
2.8173339240150272,820,2018,1.0,True,41.97015502474155,4.0,57,1707902021,Eixample,91.23,63.04,F,1,1,1,1,1,22595.0,20650.0,32.0,3.1,16.4,20.6,30.0,Eixample Sud,2.9,12.8,18.0,0.9,65.4,3.1,32.0,22595.0,20650.0,48793.0,19043.0,38625.0,15074.0,40.7,1620.0,30.0,16.4,81.8,20.6,2.5,1,6,1,7,1,4,1,10,1,3
2.8219012784672497,975,2018,2.0,True,41.975901350578006,1.0,82,1707902006,Eixample,74.0,48.62,E,1,1,1,1,1,25249.0,22050.0,35.1,3.1,23.6,18.1,33.9,Eixample Nord,2.3,22.2,24.5,0.9,50.2,3.1,35.1,25249.0,22050.0,52529.0,21362.0,41787.0,16994.0,43.6,2048.0,33.9,23.6,82.8,18.1,2.4,1,8,1,24,1,15,1,21,1,4
2.818324079215645,1120,2018,3.0,True,41.98063861508764,3.0,105,1707902002,Eixample,143.7,58.41,E,1,1,1,1,1,26386.0,22750.0,34.6,2.8,17.5,17.8,38.1,Eixample Nord,2.9,19.8,16.5,1.0,59.8,2.8,34.6,26386.0,22750.0,54104.0,22986.0,42145.0,17905.0,41.4,932.0,38.1,17.5,84.8,17.8,2.3,1,6,1,16,1,23,1,25,1,7
2.825748380304468,1035,2018,2.0,True,41.98597617335766,3.0,85,1707904001,Centre,52.0,35.55,E,1,1,1,1,1,22000.0,17850.0,38.9,3.2,10.7,13.2,44.7,Barri Vell,1.8,24.9,10.7,1.6,61.0,3.2,38.9,22000.0,17850.0,40698.0,19494.0,32420.0,15529.0,39.6,961.0,44.7,10.7,51.8,13.2,2.0,1,3,1,14,1,7,1,25,1,15
2.818254458534962,1740,2018,3.0,True,41.97995089076012,3.0,97,1707902002,Eixample,143.7,58.41,E,1,1,1,1,1,26386.0,22750.0,34.6,2.8,17.5,17.8,38.1,Eixample Nord,2.9,19.8,16.5,1.0,59.8,2.8,34.6,26386.0,22750.0,54104.0,22986.0,42145.0,17905.0,41.4,932.0,38.1,17.5,84.8,17.8,2.3,1,5,1,16,1,24,1,46,1,5
2.8252558441115587,1180,2018,2.0,True,41.9840050619054,0.0,56,1707901001,Centre,85.0,46.76,E,1,1,1,1,1,22320.0,17850.0,39.5,3.9,12.0,16.0,43.5,Barri Vell,2.4,22.5,10.3,1.4,63.5,3.9,39.5,22320.0,17850.0,42995.0,19265.0,34048.0,15256.0,39.2,1062.0,43.5,12.0,82.4,16.0,2.2,1,4,1,11,1,9,1,23,1,15
2.8244634879838006,765,2018,3.0,True,41.98509609659428,3.0,112,1707901001,Centre,85.0,46.76,E,1,1,1,1,1,22320.0,17850.0,39.5,3.9,12.0,16.0,43.5,Barri Vell,2.4,22.5,10.3,1.4,63.5,3.9,39.5,22320.0,17850.0,42995.0,19265.0,34048.0,15256.0,39.2,1062.0,43.5,12.0,82.4,16.0,2.2,1,5,1,14,1,11,1,25,1,17
2.8250470252127213,1520,2018,3.0,True,41.98426718176835,1.0,89,1707904001,Centre,52.0,35.55,E,1,1,1,1,1,22000.0,17850.0,38.9,3.2,10.7,13.2,44.7,Barri Vell,1.8,24.9,10.7,1.6,61.0,3.2,38.9,22000.0,17850.0,40698.0,19494.0,32420.0,15529.0,39.6,961.0,44.7,10.7,51.8,13.2,2.0,1,4,1,13,1,9,1,25,1,15
2.824515362944892,610,2018,3.0,True,41.984669213304535,2.0,112,1707904001,Centre,52.0,35.55,E,1,1,1,1,1,22000.0,17850.0,38.9,3.2,10.7,13.2,44.7,Barri Vell,1.8,24.9,10.7,1.6,61.0,3.2,38.9,22000.0,17850.0,40698.0,19494.0,32420.0,15529.0,39.6,961.0,44.7,10.7,51.8,13.2,2.0,1,5,1,15,1,11,1,25,1,17
2.825114382532665,1205,2018,2.0,True,41.98446067623681,0.0,82,1707904001,Centre,52.0,35.55,E,1,1,1,1,1,22000.0,17850.0,38.9,3.2,10.7,13.2,44.7,Barri Vell,1.8,24.9,10.7,1.6,61.0,3.2,38.9,22000.0,17850.0,40698.0,19494.0,32420.0,15529.0,39.6,961.0,44.7,10.7,51.8,13.2,2.0,1,4,1,13,1,9,1,25,1,17
2.820930548589574,2245,2018,2.0,True,41.97879413174344,1.0,79,1707902004,Eixample,74.0,33.42,E,1,1,1,1,1,26755.0,22750.0,34.4,3.2,23.4,16.0,32.4,Eixample Nord,2.2,25.3,19.1,0.6,52.7,3.2,34.4,26755.0,22750.0,57114.0,23165.0,40863.0,16574.0,44.4,1683.0,32.4,23.4,85.6,16.0,2.4,1,8,1,27,1,23,1,23,1,4
2.8087049226032192,1160,2018,2.0,False,41.99497537321189,1.0,63,1707906003,Oest,70.08,88.0,F,1,0,1,1,1,18894.0,17850.0,23.2,2.0,15.5,19.1,21.6,Taialà,3.7,7.8,18.9,2.0,67.7,2.0,23.2,18894.0,17850.0,39750.0,14665.0,33685.0,12427.0,41.0,1990.0,21.6,15.5,92.8,19.1,2.7,1,1,0,0,1,1,1,8,1,1
2.8125791881250857,2915,2018,4.0,False,41.96549902802636,0.0,199,1707902022,Eixample,57.39,36.31,E,1,1,1,1,1,18828.0,17150.0,29.9,2.6,5.6,27.0,26.9,Eixample Sud,3.4,8.0,5.8,1.9,80.8,2.6,29.9,18828.0,17150.0,39152.0,14959.0,32001.0,12227.0,32.2,1647.0,26.9,5.6,79.4,27.0,2.6,1,3,1,4,1,1,1,16,1,1
2.832348724997732,2480,2018,4.0,True,41.995127218901786,2.0,294,1707905001,Montjuïc,115.0,50.76,E,0,1,1,1,0,32808.0,29050.0,32.4,2.7,19.5,18.9,15.5,Montjuïc,1.5,21.7,18.2,0.4,58.2,2.7,32.4,32808.0,29050.0,82498.0,28171.0,61575.0,21027.0,43.0,1474.0,15.5,19.5,94.9,18.9,2.9,0,0,1,2,1,1,1,4,0,0
2.824747289485123,1105,2018,2.0,False,41.98428001931986,1.0,76,1707904001,Centre,52.0,35.55,E,1,1,1,1,1,22000.0,17850.0,38.9,3.2,10.7,13.2,44.7,Barri Vell,1.8,24.9,10.7,1.6,61.0,3.2,38.9,22000.0,17850.0,40698.0,19494.0,32420.0,15529.0,39.6,961.0,44.7,10.7,51.8,13.2,2.0,1,5,1,14,1,9,1,24,1,16
2.808411067014161,1285,2018,2.0,False,41.99448331086503,1.0,86,1707906002,Oest,69.0,16.36,C,1,0,1,1,1,18691.0,17850.0,25.6,2.2,14.6,24.0,19.4,Taialà,4.9,7.5,16.3,1.8,69.5,2.2,25.6,18691.0,17850.0,40320.0,14286.0,33975.0,12038.0,38.7,2626.0,19.4,14.6,87.4,24.0,2.8,1,2,0,0,1,2,1,7,1,1
2.824830649362944,1380,2018,2.0,False,41.98324081328283,4.0,97,1707901001,Centre,85.0,46.76,E,1,1,1,1,1,22320.0,17850.0,39.5,3.9,12.0,16.0,43.5,Barri Vell,2.4,22.5,10.3,1.4,63.5,3.9,39.5,22320.0,17850.0,42995.0,19265.0,34048.0,15256.0,39.2,1062.0,43.5,12.0,82.4,16.0,2.2,1,4,1,11,1,9,1,24,1,12
2.824605611720889,940,2018,3.0,True,41.9842225697514,1.0,95,1707901001,Centre,85.0,46.76,E,1,1,1,1,1,22320.0,17850.0,39.5,3.9,12.0,16.0,43.5,Barri Vell,2.4,22.5,10.3,1.4,63.5,3.9,39.5,22320.0,17850.0,42995.0,19265.0,34048.0,15256.0,39.2,1062.0,43.5,12.0,82.4,16.0,2.2,1,5,1,14,1,10,1,24,1,16
2.8255213428114816,1780,2018,1.0,True,41.98446322260303,2.0,113,1707904001,Centre,52.0,35.55,E,1,1,1,1,1,22000.0,17850.0,38.9,3.2,10.7,13.2,44.7,Barri Vell,1.8,24.9,10.7,1.6,61.0,3.2,38.9,22000.0,17850.0,40698.0,19494.0,32420.0,15529.0,39.6,961.0,44.7,10.7,51.8,13.2,2.0,1,4,1,12,1,9,1,24,1,15
2.824414885708177,725,2018,1.0,True,41.97677036246132,1.0,65,1707901003,Centre,63.25,29.91,E,1,1,1,1,1,23509.0,19950.0,33.7,2.9,16.9,17.7,33.6,Carme,2.6,15.0,17.5,1.1,63.8,2.9,33.7,23509.0,19950.0,46940.0,19930.0,37529.0,15934.0,40.9,1261.0,33.6,16.9,84.2,17.7,2.3,1,6,1,16,1,10,1,14,1,3
2.825347069400548,975,2018,3.0,True,41.9757317554542,4.0,145,1707901003,Centre,63.25,29.91,E,1,1,1,1,1,23509.0,19950.0,33.7,2.9,16.9,17.7,33.6,Carme,2.6,15.0,17.5,1.1,63.8,2.9,33.7,23509.0,19950.0,46940.0,19930.0,37529.0,15934.0,40.9,1261.0,33.6,16.9,84.2,17.7,2.3,1,5,1,8,1,8,1,11,1,5
2.8247826326812104,2200,2018,3.0,True,41.97551241935629,1.0,128,1707901003,Centre,63.25,29.91,E,1,1,1,1,1,23509.0,19950.0,33.7,2.9,16.9,17.7,33.6,Carme,2.6,15.0,17.5,1.1,63.8,2.9,33.7,23509.0,19950.0,46940.0,19930.0,37529.0,15934.0,40.9,1261.0,33.6,16.9,84.2,17.7,2.3,1,4,1,12,1,10,1,16,1,4
2.820182003753616,1565,2018,2.0,True,41.98556698931994,3.0,88,1707903003,Eixample,55.32,33.15,E,1,1,1,1,1,24165.0,20650.0,35.1,3.1,14.8,17.4,37.7,Eixample Nord,2.8,20.9,13.8,1.0,61.5,3.1,35.1,24165.0,20650.0,49029.0,20933.0,38682.0,16515.0,40.3,2223.0,37.7,14.8,80.8,17.4,2.3,1,4,1,10,1,12,1,18,1,6
2.820491326107683,1010,2018,4.0,True,41.97754447931618,1.0,67,1707902004,Eixample,74.0,33.42,E,1,1,1,1,1,26755.0,22750.0,34.4,3.2,23.4,16.0,32.4,Eixample Nord,2.2,25.3,19.1,0.6,52.7,3.2,34.4,26755.0,22750.0,57114.0,23165.0,40863.0,16574.0,44.4,1683.0,32.4,23.4,85.6,16.0,2.4,1,8,1,29,1,21,1,21,1,4
2.8246779299941847,1350,2018,2.0,False,41.981758103503054,2.0,57,1707901001,Centre,85.0,46.76,E,1,1,1,1,1,22320.0,17850.0,39.5,3.9,12.0,16.0,43.5,Barri Vell,2.4,22.5,10.3,1.4,63.5,3.9,39.5,22320.0,17850.0,42995.0,19265.0,34048.0,15256.0,39.2,1062.0,43.5,12.0,82.4,16.0,2.2,1,2,1,10,1,8,1,23,1,7
