lon,price,year_available,rooms,elevator,lat,floors,area,census_tract_INE,barri_oficial,metres_cadastre,emissions_de_co2,qual_energia,has_education_within_500m,has_food_within_500m,has_health_within_500m,has_mobility_within_500m,has_public_service_within_500m,renda_med,renda_mediana,gini,p80_p20,pct_65_plus,pct_under18,pct_single_household,sector_oficial
2.8186074751843817,1205,2016,2.0,True,41.97985638375015,3.0,108,1707902003,Eixample,103.78,42.1,E,1,1,1,1,1,25775.0,21350.0,35.5,3.3,24.2,17.7,30.6,Eixample Nord
2.8200904494110777,840,2016,3.0,True,41.97796038447016,1.0,94,1707902005,Eixample,94.5,61.2,F,1,1,1,1,1,26149.0,22750.0,31.6,2.8,22.4,19.3,36.1,Eixample Nord
2.816024519482891,1175,2016,2.0,True,41.96901642702012,1.0,70,1707902011,Eixample,86.7,10.67,C,1,1,1,1,1,19390.0,17150.0,31.3,2.8,10.9,20.9,30.0,Eixample Sud
2.8252210931144712,1645,2016,2.0,True,41.98401744624167,2.0,100,1707901001,Centre,52.91,76.6,G,1,1,1,1,1,20791.0,17150.0,38.9,3.7,13.4,16.8,45.3,Barri Vell
2.820014172735972,805,2016,3.0,True,41.97771167558636,1.0,67,1707902004,Eixample,88.89,51.9,E,1,1,1,1,1,26271.0,21350.0,35.4,3.3,23.4,16.6,31.1,Eixample Nord
2.820559384530096,2725,2016,2.0,True,41.97871619825216,1.0,155,1707902003,Eixample,103.78,42.1,E,1,1,1,1,1,25775.0,21350.0,35.5,3.3,24.2,17.7,30.6,Eixample Nord
2.818539087002818,2275,2016,2.0,False,41.98021553676766,3.0,113,1707902003,Eixample,103.78,42.1,E,1,1,1,1,1,25775.0,21350.0,35.5,3.3,24.2,17.7,30.6,Eixample Nord
2.819350450691797,1290,2016,3.0,True,41.98533858011975,3.0,73,1707903003,Eixample,132.0,58.67,E,1,1,1,1,1,22883.0,19250.0,34.9,3.1,15.0,17.8,35.9,Eixample Nord
2.8184263212398544,2425,2016,3.0,True,41.979245169384185,3.0,136,1707902003,Eixample,103.78,42.1,E,1,1,1,1,1,25775.0,21350.0,35.5,3.3,24.2,17.7,30.6,Eixample Nord
2.818098404067977,1245,2016,2.0,False,41.97949495523847,2.0,68,1707902002,Eixample,51.0,52.02,E,1,1,1,1,1,25269.0,21350.0,36.7,3.0,18.4,19.5,37.3,Eixample Nord
2.821199848841884,1430,2016,2.0,True,41.98265258112965,1.0,60,1707903001,Centre,85.0,63.8,F,1,1,1,1,1,24754.0,20650.0,37.6,3.6,21.0,13.5,41.2,Mercadal
2.82161458530629,905,2016,2.0,True,41.97592372308359,2.0,85,1707902006,Eixample,80.0,30.1,E,1,1,1,1,1,24323.0,20650.0,35.9,3.4,22.9,18.5,34.1,Eixample Nord
2.8227547875430306,775,2016,3.0,False,41.97115355365846,1.0,96,1707902008,Eixample,94.25,43.7,E,1,1,1,1,1,25960.0,22750.0,33.8,2.7,18.0,16.3,28.0,Eixample Sud
2.818344053818328,1130,2016,1.0,False,41.97958812295451,1.0,172,1707902003,Eixample,103.78,42.1,E,1,1,1,1,1,25775.0,21350.0,35.5,3.3,24.2,17.7,30.6,Eixample Nord
2.820247844493546,825,2016,3.0,True,41.97754624104071,1.0,71,1707902013,Eixample,84.0,30.01,E,1,1,1,1,1,21715.0,19250.0,37.3,3.9,23.9,17.9,32.8,Eixample Nord
2.8160759528613464,1335,2016,1.0,True,41.96862458900242,1.0,71,1707902011,Eixample,86.7,10.67,C,1,1,1,1,1,19390.0,17150.0,31.3,2.8,10.9,20.9,30.0,Eixample Sud
2.82444052087204,1945,2016,3.0,True,41.97573163847173,0.0,97,1707901003,Centre,184.0,62.28,F,1,1,1,1,1,22135.0,19950.0,37.0,3.3,17.8,15.9,34.5,Carme
2.8206769305654853,2255,2016,2.0,True,41.97837405100133,2.0,89,1707902004,Eixample,88.89,51.9,E,1,1,1,1,1,26271.0,21350.0,35.4,3.3,23.4,16.6,31.1,Eixample Nord
2.8211845256158403,1315,2016,2.0,True,41.98241951603482,1.0,78,1707903001,Centre,85.0,63.8,F,1,1,1,1,1,24754.0,20650.0,37.6,3.6,21.0,13.5,41.2,Mercadal
2.8215463271979986,880,2016,2.0,True,41.9765055137396,2.0,80,1707902006,Eixample,80.0,30.1,E,1,1,1,1,1,24323.0,20650.0,35.9,3.4,22.9,18.5,34.1,Eixample Nord
2.8261300179956628,1680,2016,4.0,True,41.973307889276185,1.0,248,1707902009,Sud,69.5,32.1,D,1,1,1,1,1,20860.0,17850.0,29.7,2.6,14.7,16.2,27.2,Montilivi
2.8212485272013663,835,2016,2.0,True,41.97585193141083,1.0,70,1707902006,Eixample,80.0,30.1,E,1,1,1,1,1,24323.0,20650.0,35.9,3.4,22.9,18.5,34.1,Eixample Nord
2.820948898559692,1630,2016,3.0,True,41.97619271166026,1.0,106,1707902006,Eixample,80.0,30.1,E,1,1,1,1,1,24323.0,20650.0,35.9,3.4,22.9,18.5,34.1,Eixample Nord
2.825455265883187,565,2016,2.0,True,41.98362944487605,3.0,57,1707901001,Centre,52.91,76.6,G,1,1,1,1,1,20791.0,17150.0,38.9,3.7,13.4,16.8,45.3,Barri Vell
2.8252495183105,2000,2016,3.0,True,41.9755379806849,1.0,104,1707901003,Centre,184.0,62.28,F,1,1,1,1,1,22135.0,19950.0,37.0,3.3,17.8,15.9,34.5,Carme
2.8180542238083475,2365,2016,2.0,True,41.98010214652185,5.0,106,1707902002,Eixample,51.0,52.02,E,1,1,1,1,1,25269.0,21350.0,36.7,3.0,18.4,19.5,37.3,Eixample Nord
2.8203749539510645,1005,2016,3.0,True,41.95917267809005,1.0,88,1707902015,Sud,188.0,45.3,E,1,1,0,1,0,31553.0,26250.0,32.9,2.6,12.7,21.0,20.9,Palau
2.818155052022689,1655,2016,2.0,True,41.980140897284606,1.0,111,1707902002,Eixample,51.0,52.02,E,1,1,1,1,1,25269.0,21350.0,36.7,3.0,18.4,19.5,37.3,Eixample Nord
2.8209146567234487,2370,2016,2.0,True,41.97836803951499,1.0,67,1707902004,Eixample,88.89,51.9,E,1,1,1,1,1,26271.0,21350.0,35.4,3.3,23.4,16.6,31.1,Eixample Nord
2.81014275300148,1060,2016,4.0,True,41.97421664076823,4.0,124,1707903006,Eixample,95.75,62.5,E,1,1,1,1,1,19463.0,18550.0,33.8,3.0,24.6,17.0,28.2,Sant Narcís
2.818591212384764,750,2016,3.0,True,41.97975901313025,5.0,113,1707902003,Eixample,103.78,42.1,E,1,1,1,1,1,25775.0,21350.0,35.5,3.3,24.2,17.7,30.6,Eixample Nord
2.8250149383063734,660,2016,2.0,True,41.97540565665767,6.0,78,1707901003,Centre,184.0,62.28,F,1,1,1,1,1,22135.0,19950.0,37.0,3.3,17.8,15.9,34.5,Carme
2.82212431898762,655,2016,3.0,True,41.97013331954162,1.0,90,1707902010,Eixample,47.0,39.3,E,1,1,1,1,1,20569.0,19250.0,29.0,2.5,11.9,22.3,31.2,Eixample Sud
2.8205299725595587,2100,2017,2.0,True,41.978927355959954,1.0,91,1707902003,Eixample,48.35,42.01,E,1,1,1,1,1,26830.0,22750.0,34.4,2.9,25.0,17.6,31.1,Eixample Nord
2.8141457490054043,1315,2017,4.0,True,41.97591592773608,2.0,111,1707903007,Eixample,53.79,47.61,E,1,1,1,1,1,14436.0,12250.0,33.6,3.1,17.5,17.5,29.9,Eixample Sud
2.825397645014838,1590,2017,3.0,True,41.98413028207408,1.0,100,1707901001,Centre,57.6,62.0,G,1,1,1,1,1,21255.0,17150.0,39.3,3.6,12.4,16.8,45.1,Barri Vell
2.8214291835621395,915,2017,2.0,False,41.97596401116141,0.0,84,1707902006,Eixample,85.2,50.59,E,1,1,1,1,1,23966.0,21350.0,34.2,3.1,23.3,18.8,32.9,Eixample Nord
2.825133712394996,1885,2017,3.0,True,41.98458025827116,1.0,113,1707904001,Centre,193.08,69.82,G,1,1,1,1,1,21463.0,17150.0,37.6,3.1,11.2,14.7,47.1,Barri Vell
2.824721736892012,1260,2017,2.0,True,41.982477272752845,2.0,89,1707901001,Centre,57.6,62.0,G,1,1,1,1,1,21255.0,17150.0,39.3,3.6,12.4,16.8,45.1,Barri Vell
2.8246699620800184,530,2017,2.0,False,41.976613905671485,1.0,62,1707901003,Centre,64.0,72.44,G,1,1,1,1,1,22198.0,19950.0,35.1,3.4,17.0,16.5,33.5,Carme
2.821219021583093,1105,2017,3.0,True,41.97679244264339,4.0,55,1707902006,Eixample,85.2,50.59,E,1,1,1,1,1,23966.0,21350.0,34.2,3.1,23.3,18.8,32.9,Eixample Nord
2.821525533806298,745,2017,3.0,True,41.97664632698957,4.0,65,1707902006,Eixample,85.2,50.59,E,1,1,1,1,1,23966.0,21350.0,34.2,3.1,23.3,18.8,32.9,Eixample Nord
2.8187954780842546,1880,2017,3.0,True,41.98032852754826,2.0,94,1707902003,Eixample,48.35,42.01,E,1,1,1,1,1,26830.0,22750.0,34.4,2.9,25.0,17.6,31.1,Eixample Nord
2.818753622465807,930,2017,3.0,True,41.97980497245317,5.0,98,1707902003,Eixample,48.35,42.01,E,1,1,1,1,1,26830.0,22750.0,34.4,2.9,25.0,17.6,31.1,Eixample Nord
2.8195301802036603,815,2017,3.0,False,41.98502706185911,1.0,111,1707903003,Eixample,79.07,51.99,E,1,1,1,1,1,23776.0,19950.0,35.0,3.0,15.2,18.0,37.1,Eixample Nord
2.821403201431138,695,2017,3.0,True,41.97705891383736,4.0,58,1707902006,Eixample,85.2,50.59,E,1,1,1,1,1,23966.0,21350.0,34.2,3.1,23.3,18.8,32.9,Eixample Nord
2.820627061996207,1280,2017,4.0,False,41.97793868427127,1.0,108,1707902004,Eixample,66.0,45.34,E,1,1,1,1,1,26404.0,22050.0,34.1,2.9,23.5,16.1,30.8,Eixample Nord
2.8243302523093408,790,2017,1.0,True,41.987272837371975,5.0,53,1707904001,Centre,193.08,69.82,G,1,1,1,1,1,21463.0,17150.0,37.6,3.1,11.2,14.7,47.1,Barri Vell
2.831502948364096,2255,2017,4.0,True,41.99500951306791,1.0,307,1707905001,Montjuïc,115.2,52.04,E,0,1,1,1,0,33682.0,29050.0,31.8,2.5,19.0,18.1,14.2,Montjuïc
2.820381374211899,730,2017,2.0,False,41.97061131781068,4.0,79,1707902010,Eixample,80.3,43.44,E,1,1,1,1,1,21539.0,19950.0,29.1,2.5,12.5,21.6,33.0,Eixample Sud
2.8184228577781654,2385,2017,3.0,True,41.97970196937963,3.0,151,1707902003,Eixample,48.35,42.01,E,1,1,1,1,1,26830.0,22750.0,34.4,2.9,25.0,17.6,31.1,Eixample Nord
2.8251264052515035,2415,2017,4.0,True,41.98410427440293,2.0,110,1707901001,Centre,57.6,62.0,G,1,1,1,1,1,21255.0,17150.0,39.3,3.6,12.4,16.8,45.1,Barri Vell
2.818236108694682,1030,2017,3.0,False,41.98053333484344,1.0,115,1707902002,Eixample,77.96,54.59,E,1,1,1,1,1,25910.0,22050.0,33.9,2.9,17.2,19.1,37.2,Eixample Nord
2.821190815562649,890,2017,2.0,True,41.97050376356369,4.0,73,1707902010,Eixample,80.3,43.44,E,1,1,1,1,1,21539.0,19950.0,29.1,2.5,12.5,21.6,33.0,Eixample Sud
2.819997127066321,1145,2017,3.0,True,41.98563026373319,3.0,86,1707903003,Eixample,79.07,51.99,E,1,1,1,1,1,23776.0,19950.0,35.0,3.0,15.2,18.0,37.1,Eixample Nord
2.825463463705342,1485,2017,3.0,True,41.98473050441186,2.0,73,1707904001,Centre,193.08,69.82,G,1,1,1,1,1,21463.0,17150.0,37.6,3.1,11.2,14.7,47.1,Barri Vell
2.8216935632541844,1020,2017,2.0,True,41.97639461766754,1.0,80,1707902006,Eixample,85.2,50.59,E,1,1,1,1,1,23966.0,21350.0,34.2,3.1,23.3,18.8,32.9,Eixample Nord
2.821651268277834,855,2017,2.0,True,41.97592702838268,1.0,88,1707902006,Eixample,85.2,50.59,E,1,1,1,1,1,23966.0,21350.0,34.2,3.1,23.3,18.8,32.9,Eixample Nord
2.820743397620128,850,2017,2.0,True,41.97098162270495,4.0,77,1707902010,Eixample,80.3,43.44,E,1,1,1,1,1,21539.0,19950.0,29.1,2.5,12.5,21.6,33.0,Eixample Sud
2.826010752976788,1615,2017,2.0,False,41.990636432946886,3.0,63,1707905002,Nord,59.0,72.55,G,1,1,1,1,1,15477.0,13650.0,31.3,2.7,19.2,18.1,35.6,Pedret
2.8202955858774152,845,2017,4.0,True,41.97856044647506,1.0,105,1707902003,Eixample,48.35,42.01,E,1,1,1,1,1,26830.0,22750.0,34.4,2.9,25.0,17.6,31.1,Eixample Nord
2.823216746887337,890,2017,4.0,True,41.9694717997195,1.0,98,1707902010,Eixample,80.3,43.44,E,1,1,1,1,1,21539.0,19950.0,29.1,2.5,12.5,21.6,33.0,Eixample Sud
2.8202308722708818,1470,2017,4.0,False,41.97867323412456,0.0,95,1707902003,Eixample,48.35,42.01,E,1,1,1,1,1,26830.0,22750.0,34.4,2.9,25.0,17.6,31.1,Eixample Nord
2.8207548573760546,1355,2017,1.0,True,41.97855351291084,1.0,58,1707902004,Eixample,66.0,45.34,E,1,1,1,1,1,26404.0,22050.0,34.1,2.9,23.5,16.1,30.8,Eixample Nord
2.819884075565288,2060,2017,2.0,True,41.97803494480291,1.0,83,1707902005,Eixample,129.5,15.95,C,1,1,1,1,1,26586.0,23450.0,30.7,2.7,23.4,18.7,38.1,Eixample Nord
2.82510869514395,585,2017,2.0,False,41.98442131380275,1.0,53,1707904001,Centre,193.08,69.82,G,1,1,1,1,1,21463.0,17150.0,37.6,3.1,11.2,14.7,47.1,Barri Vell
2.8251577673844435,1200,2017,4.0,True,41.98318392235038,2.0,143,1707901001,Centre,57.6,62.0,G,1,1,1,1,1,21255.0,17150.0,39.3,3.6,12.4,16.8,45.1,Barri Vell
2.825080749929342,1875,2017,2.0,False,41.97516651345112,1.0,46,1707901003,Centre,64.0,72.44,G,1,1,1,1,1,22198.0,19950.0,35.1,3.4,17.0,16.5,33.5,Carme
2.824680135910179,785,2017,2.0,False,41.98772243028903,1.0,84,1707904001,Centre,193.08,69.82,G,1,1,1,1,1,21463.0,17150.0,37.6,3.1,11.2,14.7,47.1,Barri Vell
2.8246055837027946,1615,2017,4.0,False,41.984139583677965,1.0,120,1707901001,Centre,57.6,62.0,G,1,1,1,1,1,21255.0,17150.0,39.3,3.6,12.4,16.8,45.1,Barri Vell
2.8252168137737823,1135,2017,2.0,False,41.98239883017688,3.0,68,1707901001,Centre,57.6,62.0,G,1,1,1,1,1,21255.0,17150.0,39.3,3.6,12.4,16.8,45.1,Barri Vell
2.8141482246664147,1195,2017,4.0,True,41.97524667383036,4.0,131,1707903007,Eixample,53.79,47.61,E,1,1,1,1,1,14436.0,12250.0,33.6,3.1,17.5,17.5,29.9,Eixample Sud
2.824958909015846,775,2017,1.0,False,41.98597759176985,1.0,52,1707904001,Centre,193.08,69.82,G,1,1,1,1,1,21463.0,17150.0,37.6,3.1,11.2,14.7,47.1,Barri Vell
2.818984708976988,1995,2017,2.0,True,41.985849918381504,3.0,168,1707903003,Eixample,79.07,51.99,E,1,1,1,1,1,23776.0,19950.0,35.0,3.0,15.2,18.0,37.1,Eixample Nord
2.812320043916157,955,2017,3.0,True,41.96545872062122,5.0,138,1707902022,Eixample,64.0,21.46,D,1,1,1,1,1,18534.0,17150.0,31.1,2.7,5.2,26.2,29.1,Eixample Sud
2.809902419608993,1200,2017,3.0,True,41.97377519942888,4.0,111,1707903006,Eixample,124.42,68.41,F,1,1,1,1,1,19745.0,18550.0,32.0,3.1,23.8,18.3,26.8,Sant Narcís
2.82472751990957,850,2017,1.0,False,41.98585173096159,3.0,85,1707904001,Centre,193.08,69.82,G,1,1,1,1,1,21463.0,17150.0,37.6,3.1,11.2,14.7,47.1,Barri Vell
2.8254420526785355,1080,2017,2.0,True,41.98238348176811,3.0,73,1707901001,Centre,57.6,62.0,G,1,1,1,1,1,21255.0,17150.0,39.3,3.6,12.4,16.8,45.1,Barri Vell
2.824251415965319,1900,2017,4.0,False,41.98429680036773,1.0,115,1707901001,Centre,57.6,62.0,G,1,1,1,1,1,21255.0,17150.0,39.3,3.6,12.4,16.8,45.1,Barri Vell
2.816979341260504,665,2017,1.0,True,41.96978961322864,4.0,69,1707902021,Eixample,76.23,56.84,E,1,1,1,1,1,22229.0,20650.0,31.7,2.8,15.5,20.6,32.0,Eixample Sud
2.8183748569004323,1710,2017,3.0,True,41.97831181608394,4.0,94,1707902005,Eixample,129.5,15.95,C,1,1,1,1,1,26586.0,23450.0,30.7,2.7,23.4,18.7,38.1,Eixample Nord
2.8184564831038568,2135,2017,2.0,True,41.98075296160686,5.0,87,1707902002,Eixample,77.96,54.59,E,1,1,1,1,1,25910.0,22050.0,33.9,2.9,17.2,19.1,37.2,Eixample Nord
2.824850101498418,1500,2017,3.0,True,41.98445588383597,1.0,102,1707904001,Centre,193.08,69.82,G,1,1,1,1,1,21463.0,17150.0,37.6,3.1,11.2,14.7,47.1,Barri Vell
2.8198790137917107,1320,2017,2.0,False,41.98505200456576,3.0,80,1707903003,Eixample,79.07,51.99,E,1,1,1,1,1,23776.0,19950.0,35.0,3.0,15.2,18.0,37.1,Eixample Nord
2.824837165790522,1065,2017,2.0,False,41.975588598486205,6.0,60,1707901003,Centre,64.0,72.44,G,1,1,1,1,1,22198.0,19950.0,35.1,3.4,17.0,16.5,33.5,Carme
2.826660328548404,575,2017,2.0,False,41.98431629604691,3.0,56,1707901001,Centre,57.6,62.0,G,1,1,1,1,1,21255.0,17150.0,39.3,3.6,12.4,16.8,45.1,Barri Vell
2.824779089918655,975,2017,4.0,True,41.98454842715785,3.0,71,1707904001,Centre,193.08,69.82,G,1,1,1,1,1,21463.0,17150.0,37.6,3.1,11.2,14.7,47.1,Barri Vell
2.824724116030432,1100,2017,2.0,False,41.983339455631125,4.0,86,1707901001,Centre,57.6,62.0,G,1,1,1,1,1,21255.0,17150.0,39.3,3.6,12.4,16.8,45.1,Barri Vell
2.80971629689152,1440,2017,3.0,True,41.973190029404286,6.0,55,1707903006,Eixample,124.42,68.41,F,1,1,1,1,1,19745.0,18550.0,32.0,3.1,23.8,18.3,26.8,Sant Narcís
2.8185578574268138,1345,2017,4.0,True,41.98018530018779,5.0,143,1707902003,Eixample,48.35,42.01,E,1,1,1,1,1,26830.0,22750.0,34.4,2.9,25.0,17.6,31.1,Eixample Nord
2.8249801828508843,1105,2017,1.0,False,41.985476249728606,1.0,40,1707904001,Centre,193.08,69.82,G,1,1,1,1,1,21463.0,17150.0,37.6,3.1,11.2,14.7,47.1,Barri Vell
2.8252412533147173,1295,2017,3.0,True,41.98375193928435,2.0,144,1707901001,Centre,57.6,62.0,G,1,1,1,1,1,21255.0,17150.0,39.3,3.6,12.4,16.8,45.1,Barri Vell
2.820948856210733,1435,2017,1.0,False,41.978872949698925,1.0,78,1707902004,Eixample,66.0,45.34,E,1,1,1,1,1,26404.0,22050.0,34.1,2.9,23.5,16.1,30.8,Eixample Nord
2.824709196424335,1055,2017,2.0,True,41.983967255421966,1.0,76,1707901001,Centre,57.6,62.0,G,1,1,1,1,1,21255.0,17150.0,39.3,3.6,12.4,16.8,45.1,Barri Vell
2.819983394349666,1075,2017,3.0,True,41.9857007389014,3.0,91,1707903003,Eixample,79.07,51.99,E,1,1,1,1,1,23776.0,19950.0,35.0,3.0,15.2,18.0,37.1,Eixample Nord
2.8250513404558832,880,2017,3.0,True,41.98422023554028,2.0,102,1707904001,Centre,193.08,69.82,G,1,1,1,1,1,21463.0,17150.0,37.6,3.1,11.2,14.7,47.1,Barri Vell
2.820744321839608,730,2017,2.0,True,41.97728983966508,1.0,63,1707902013,Eixample,68.38,33.84,E,1,1,1,1,1,22533.0,19950.0,37.1,3.8,24.0,19.6,32.6,Eixample Nord
2.8087953326561577,1080,2017,2.0,False,41.99411196324359,1.0,83,1707906002,Oest,33.0,33.92,C,1,0,1,1,1,18143.0,17150.0,27.3,2.4,14.5,24.7,19.7,Taialà
2.809770363998347,1010,2017,3.0,True,41.96952588968303,2.0,97,1707903012,Eixample,133.0,77.03,F,1,1,1,1,0,13862.0,12250.0,32.6,3.1,12.3,22.0,17.4,Eixample Sud
2.8222391344357867,750,2017,3.0,True,41.97637369409931,4.0,59,1707902006,Eixample,85.2,50.59,E,1,1,1,1,1,23966.0,21350.0,34.2,3.1,23.3,18.8,32.9,Eixample Nord
2.8189725045657275,1035,2017,2.0,True,41.979127199822535,5.0,85,1707902003,Eixample,48.35,42.01,E,1,1,1,1,1,26830.0,22750.0,34.4,2.9,25.0,17.6,31.1,Eixample Nord
2.818413667853035,1325,2017,3.0,True,41.980406535245294,1.0,95,1707902002,Eixample,77.96,54.59,E,1,1,1,1,1,25910.0,22050.0,33.9,2.9,17.2,19.1,37.2,Eixample Nord
2.831758110452597,1905,2017,4.0,True,41.99529973089939,1.0,317,1707905001,Montjuïc,115.2,52.04,E,0,1,1,1,0,33682.0,29050.0,31.8,2.5,19.0,18.1,14.2,Montjuïc
2.824812640076467,1185,2017,3.0,True,41.98464521671488,4.0,76,1707904001,Centre,193.08,69.82,G,1,1,1,1,1,21463.0,17150.0,37.6,3.1,11.2,14.7,47.1,Barri Vell
2.810086492911727,1220,2017,3.0,True,41.97411062215958,5.0,63,1707903006,Eixample,124.42,68.41,F,1,1,1,1,1,19745.0,18550.0,32.0,3.1,23.8,18.3,26.8,Sant Narcís
2.810021696659556,770,2017,4.0,True,41.96995945278475,2.0,95,1707903012,Eixample,133.0,77.03,F,1,1,1,1,0,13862.0,12250.0,32.6,3.1,12.3,22.0,17.4,Eixample Sud
2.8256021083579554,1190,2017,3.0,True,41.98182130073048,1.0,98,1707901001,Centre,57.6,62.0,G,1,1,1,1,1,21255.0,17150.0,39.3,3.6,12.4,16.8,45.1,Barri Vell
2.824900794990576,665,2017,2.0,True,41.9755720893018,6.0,80,1707901003,Centre,64.0,72.44,G,1,1,1,1,1,22198.0,19950.0,35.1,3.4,17.0,16.5,33.5,Carme
2.820561302296542,2095,2017,2.0,True,41.97892312684584,1.0,74,1707902003,Eixample,48.35,42.01,E,1,1,1,1,1,26830.0,22750.0,34.4,2.9,25.0,17.6,31.1,Eixample Nord
2.8251049254658898,1925,2017,3.0,True,41.975456453917886,1.0,124,1707901003,Centre,64.0,72.44,G,1,1,1,1,1,22198.0,19950.0,35.1,3.4,17.0,16.5,33.5,Carme
2.8248333767360965,665,2017,1.0,False,41.98531484626991,3.0,80,1707904001,Centre,193.08,69.82,G,1,1,1,1,1,21463.0,17150.0,37.6,3.1,11.2,14.7,47.1,Barri Vell
2.8251703619868493,855,2017,2.0,True,41.984897384548,5.0,89,1707904001,Centre,193.08,69.82,G,1,1,1,1,1,21463.0,17150.0,37.6,3.1,11.2,14.7,47.1,Barri Vell
2.82490485176452,1450,2017,2.0,True,41.98367752510117,2.0,118,1707901001,Centre,57.6,62.0,G,1,1,1,1,1,21255.0,17150.0,39.3,3.6,12.4,16.8,45.1,Barri Vell
2.8239164071585114,835,2017,2.0,False,41.98758902036023,4.0,44,1707904001,Centre,193.08,69.82,G,0,1,1,1,1,21463.0,17150.0,37.6,3.1,11.2,14.7,47.1,Barri Vell
2.821113272442669,545,2017,1.0,True,41.9813266616279,4.0,37,1707902001,Centre,62.23,21.27,G,1,1,1,1,1,28622.0,23450.0,33.3,2.8,23.2,17.8,34.5,Mercadal
2.8258053910240304,1125,2017,2.0,True,41.99147154935609,1.0,47,1707905002,Nord,59.0,72.55,G,1,1,1,1,1,15477.0,13650.0,31.3,2.7,19.2,18.1,35.6,Pedret
2.831614495036348,2325,2017,4.0,False,41.995410047898645,0.0,393,1707905001,Montjuïc,115.2,52.04,E,0,1,1,1,0,33682.0,29050.0,31.8,2.5,19.0,18.1,14.2,Montjuïc
2.8247849277773094,2600,2017,3.0,True,41.97562529086566,5.0,121,1707901003,Centre,64.0,72.44,G,1,1,1,1,1,22198.0,19950.0,35.1,3.4,17.0,16.5,33.5,Carme
2.824270290253144,515,2017,3.0,False,41.98418144145157,4.0,53,1707901001,Centre,57.6,62.0,G,1,1,1,1,1,21255.0,17150.0,39.3,3.6,12.4,16.8,45.1,Barri Vell
2.824705687752804,650,2017,2.0,False,41.98456408310701,1.0,61,1707904001,Centre,193.08,69.82,G,1,1,1,1,1,21463.0,17150.0,37.6,3.1,11.2,14.7,47.1,Barri Vell
2.825423671658532,890,2017,3.0,True,41.983977197247896,1.0,78,1707901001,Centre,57.6,62.0,G,1,1,1,1,1,21255.0,17150.0,39.3,3.6,12.4,16.8,45.1,Barri Vell
2.812584613289024,895,2017,3.0,True,41.96539314590933,5.0,127,1707902022,Eixample,64.0,21.46,D,1,1,1,1,1,18534.0,17150.0,31.1,2.7,5.2,26.2,29.1,Eixample Sud
2.8246519010906805,980,2017,2.0,False,41.98301868211567,5.0,117,1707901001,Centre,57.6,62.0,G,1,1,1,1,1,21255.0,17150.0,39.3,3.6,12.4,16.8,45.1,Barri Vell
2.8246751606554805,1110,2017,4.0,True,41.98393670002034,2.0,127,1707901001,Centre,57.6,62.0,G,1,1,1,1,1,21255.0,17150.0,39.3,3.6,12.4,16.8,45.1,Barri Vell
2.8248477597117176,530,2017,2.0,False,41.98442054342004,5.0,51,1707904001,Centre,193.08,69.82,G,1,1,1,1,1,21463.0,17150.0,37.6,3.1,11.2,14.7,47.1,Barri Vell
2.817896778504501,695,2017,1.0,True,41.96976751398587,3.0,71,1707902021,Eixample,76.23,56.84,E,1,1,1,1,1,22229.0,20650.0,31.7,2.8,15.5,20.6,32.0,Eixample Sud
2.817251498775866,995,2017,3.0,True,41.98030459467397,5.0,114,1707902002,Eixample,77.96,54.59,E,1,1,1,1,1,25910.0,22050.0,33.9,2.9,17.2,19.1,37.2,Eixample Nord
2.824792434987864,2230,2017,3.0,True,41.97588341982107,5.0,131,1707901003,Centre,64.0,72.44,G,1,1,1,1,1,22198.0,19950.0,35.1,3.4,17.0,16.5,33.5,Carme
2.8142821014964,1340,2017,4.0,True,41.97591761080257,2.0,101,1707903007,Eixample,53.79,47.61,E,1,1,1,1,1,14436.0,12250.0,33.6,3.1,17.5,17.5,29.9,Eixample Sud
2.8245842045151983,890,2017,3.0,True,41.98450226462205,6.0,84,1707901001,Centre,57.6,62.0,G,1,1,1,1,1,21255.0,17150.0,39.3,3.6,12.4,16.8,45.1,Barri Vell
2.8247065241909413,1445,2017,2.0,True,41.98456112533263,1.0,108,1707904001,Centre,193.08,69.82,G,1,1,1,1,1,21463.0,17150.0,37.6,3.1,11.2,14.7,47.1,Barri Vell
2.824098900109393,860,2017,3.0,True,41.98366817945225,2.0,70,1707901001,Centre,57.6,62.0,G,1,1,1,1,1,21255.0,17150.0,39.3,3.6,12.4,16.8,45.1,Barri Vell
2.820166519849314,1150,2017,2.0,False,41.97734069647356,6.0,106,1707902013,Eixample,68.38,33.84,E,1,1,1,1,1,22533.0,19950.0,37.1,3.8,24.0,19.6,32.6,Eixample Nord
2.8185206417832904,2395,2017,3.0,True,41.98011545509152,1.0,91,1707902003,Eixample,48.35,42.01,E,1,1,1,1,1,26830.0,22750.0,34.4,2.9,25.0,17.6,31.1,Eixample Nord
2.824703122238904,2140,2017,2.0,True,41.9754384986867,1.0,41,1707901003,Centre,64.0,72.44,G,1,1,1,1,1,22198.0,19950.0,35.1,3.4,17.0,16.5,33.5,Carme
2.824887832452045,570,2017,2.0,False,41.98453985872191,4.0,62,1707904001,Centre,193.08,69.82,G,1,1,1,1,1,21463.0,17150.0,37.6,3.1,11.2,14.7,47.1,Barri Vell
2.805703597218944,1590,2017,3.0,True,41.9918905076964,1.0,113,1707906004,Oest,62.26,45.95,E,1,0,1,1,1,19919.0,19250.0,27.8,2.3,11.6,20.4,18.1,Domeny Sud
